city,State_name,State_ab,ALand,AWater,Median,Stdev
Abbeville,South Carolina,SC,15362950.5,2045825.5,79637.5,120123.32193746619
Abbotsford,Wisconsin,WI,4146136.3333333335,30049.666666666668,95209.66666666667,126508.06293993024
Aberdeen,Maryland,MD,17117119.2,1522694.2,126107.4,101873.34068789826
Abernathy,Texas,TX,6989264.0,12572.0,97140.0,109770.31580176401
Abilene,Texas,TX,112090783.33333333,4673622.333333333,135521.0,131471.46408577648
Abingdon,Illinois,IL,3692046.0,0.0,77468.0,78278.27288093821
Abington,Massachusetts,MA,25798865.0,592945.0,120575.0,148214.491562105
Abita Springs,Louisiana,LA,11603115.0,24303.0,107860.0,136915.67570624402
Abrams,Wisconsin,WI,3260975.0,0.0,249132.0,208306.862917359
Absecon,New Jersey,NJ,14162656.0,4528732.0,113770.0,144458.86548960002
Acampo,California,CA,17080884.0,25477.0,124551.0,173903.797321489
Accokeek,Maryland,MD,71035601.0,3540310.0,189305.0,185820.19825119
Accomac,Virginia,VA,832102.0,1062.0,87117.0,109762.86310362304
Accord,New York,NY,9175655.0,123404.0,107164.0,87789.65977404056
Accoville,West Virginia,WV,5747231.5,33701.5,52838.0,56351.29635267185
Achille,Oklahoma,OK,720846.5,344.5,54423.0,71981.0404118982
Ackerly,Texas,TX,805187.0,0.0,300000.0,30406.761644284903
Ackerman,Mississippi,MS,5822837.0,49973.0,75674.0,90498.8608367875
Ackley,Iowa,IA,6345496.0,87634.0,88303.0,116779.738084029
Acme,Washington,WA,15906993.0,10108.0,300000.0,1747.1394085166698
Acton,California,CA,101679341.0,60418.0,161313.0,165668.190181848
Acworth,Georgia,GA,21510421.0,1374970.0,88866.0,110305.711663282
Ada,Michigan,MI,33297149.25,990935.0,113002.5,113062.31535977992
Adair,Iowa,IA,6839675.333333333,14377.0,64216.0,64046.66200385153
Adairville,Kentucky,KY,3044163.0,4945.0,71685.0,79320.7698255994
Adams,Massachusetts,MA,3674624.285714286,17570.428571428572,84184.57142857143,104207.53263127837
Adams Center,New York,NY,300502.0,0.0,300000.0,98026.7064320318
Adamstown,Maryland,MD,3461646.3333333335,13157.666666666666,290891.3333333333,106415.62378646084
Adamsville,Alabama,AL,21460011.75,38224.25,117404.0,76485.00304077612
Addison,Michigan,MI,3703611.5,55926.0,78882.0,97990.0408259785
Adel,Iowa,IA,12128962.0,45774.0,101027.0,136390.564796064
Adelphi,Maryland,MD,7107003.0,6498.0,118546.0,148159.562301191
Adena,Ohio,OH,892253.0,262.5,56850.5,53125.7784577294
Adjuntas,Puerto Rico,PR,1942319.0,0.0,21622.0,109998.924541809
Adrian,Georgia,GA,1846606.8,23145.8,99322.4,101892.99600059036
Advance,Missouri,MO,2893457.0,1726.0,79080.0,103898.890418917
Afton,Iowa,IA,7940415.875,191499.75,154896.375,127627.57514746956
Agua Dulce,California,CA,30032252.5,7323.0,132070.0,114759.4921824559
Aguada,Puerto Rico,PR,4242241.0,0.0,11331.0,18415.5419932653
Aguadilla,Puerto Rico,PR,3870980.0,759902.0,12376.0,58238.793522570406
Aguanga,California,CA,18888597.0,216496.0,85488.0,72798.76383485169
Aguas Buenas,Puerto Rico,PR,802453.0,5544.0,6986.0,10090.9571864526
Aguilar,Colorado,CO,1436503.0,0.0,35698.0,69886.43575382585
Ahoskie,North Carolina,NC,11271243.0,0.0,58025.0,94175.2290909642
Ahwahnee,California,CA,12098033.0,1875.3333333333333,160138.66666666666,48282.35623702697
Aibonito,Puerto Rico,PR,2640861.5,1817.5,14550.0,28807.90993710975
Aiken,South Carolina,SC,1704315.0,0.0,96437.0,49756.1918874571
Ainsworth,Iowa,IA,635742.0,0.0,300000.0,59782.74738650861
Aitkin,Minnesota,MN,5929090.0,11677.0,60300.0,82309.6635555335
Ajo,Arizona,AZ,12802674.0,0.0,30782.5,29847.272768678195
Akhiok,Alaska,AK,20126284.0,6322185.0,91988.0,73530.6331829075
Akiak,Alaska,AK,5428315.0,2623471.0,60912.0,64226.507214355
Akin,Illinois,IL,689056.0,12321.0,300000.0,36272.1050843277
Akron,Alabama,AL,10895216.5,602501.75,78102.625,79089.28166497238
Alachua,Florida,FL,91475409.0,978850.0,94671.0,135967.476583469
Alakanuk,Alaska,AK,76485032.0,26008972.0,57524.0,66108.5294568656
Alameda,California,CA,27045458.0,32778370.0,182502.0,181275.111057298
Alamo,Georgia,GA,22323005.0,23422.333333333332,101405.5,79365.42658161165
Alamogordo,New Mexico,NM,32512622.0,415218.0,77136.0,31430.7746288202
Alamosa,Colorado,CO,8396562.0,0.0,68226.0,56385.342201565996
Alanson,Michigan,MI,1589305.0,0.0,67591.0,54048.7516681012
Alba,Michigan,MI,4889136.0,8530.0,29107.5,106537.69103388401
Albany,California,CA,18748897.4375,869706.75,112483.5625,107278.85930044187
Albemarle,North Carolina,NC,29266536.0,173918.0,82612.0,65183.5191982499
Albers,Illinois,IL,2190336.0,0.0,120650.0,131211.879548985
Albert Lea,Minnesota,MN,11856243.0,1616154.3333333333,89307.0,114606.84591352183
Alberta,Virginia,VA,5518513.0,34178.0,105503.0,161854.254108718
Alberton,Montana,MT,1417474.0,68170.0,41049.0,55806.5301131695
Albertson,New York,NY,2407481.0,0.0,248774.0,220535.30472982602
Albertville,Alabama,AL,68731806.0,258708.0,85168.0,113147.596969836
Albia,Iowa,IA,8252356.0,0.0,87959.0,108832.49185422699
Albin,Wyoming,WY,379871.0,0.0,45421.0,47063.9605926184
Albion,Indiana,IN,3482423.8333333335,8807.833333333334,70925.0,79300.79766525618
Albrightsville,Pennsylvania,PA,11268953.0,167412.5,92590.5,62369.11053066395
Albuquerque,New Mexico,NM,136243452.75,1183808.0,171315.0,102259.52141686795
Alburg,Vermont,VT,1651646.0,0.0,82129.0,26671.457831572203
Alburnett,Iowa,IA,2119208.0,6646.0,100374.0,115452.49480772301
Alburtis,Pennsylvania,PA,1830914.0,1738.0,300000.0,113071.643864171
Alcester,South Dakota,SD,857038.0,0.0,82756.0,116190.140612027
Alcolu,South Carolina,SC,11781569.0,55536.0,42819.0,40062.8574945064
Alden,Iowa,IA,3204131.6666666665,15036.333333333334,111914.0,89088.71896282108
Alder,Montana,MT,2459279.0,0.0,62921.0,107492.334755622
Alderson,West Virginia,WV,2304452.0,157686.0,82939.0,34063.0057216529
Aledo,Illinois,IL,5958208.75,61419.25,150631.0,157642.2025849515
Alex,Oklahoma,OK,17273082.0,0.0,84009.0,104632.47433128
Alexander,North Dakota,ND,2417088.0,11404.5,195935.0,127002.57427677105
Alexander City,Alabama,AL,11875851.0,58640.0,190789.5,92938.0090045881
Alexandria,Alabama,AL,9311559.5625,461202.3125,147291.75,137039.4832869763
Alexis,Illinois,IL,907954.0,0.0,84657.5,105029.77055228275
Alfred,Maine,ME,10173804.0,77545.0,108396.0,167884.931641044
Algodones,New Mexico,NM,18389893.0,781796.0,87370.0,106513.23897529871
Algonac,Michigan,MI,5553822.0,2155250.0,90222.0,111717.72597488199
Algonquin,Illinois,IL,31735947.0,460610.0,162592.0,170454.29405976
Alice,Texas,TX,12303770.0,511913.3333333333,145140.0,58286.16253759087
Aliceville,Alabama,AL,643301.0,5653.5,134197.0,118807.85201294522
Aliquippa,Pennsylvania,PA,10868132.0,1040304.0,68085.0,82153.2347724084
Allakaket,Alaska,AK,6350272.0,978129.0,50916.0,41361.7377582488
Allamuchy,New Jersey,NJ,7728632.0,23289.0,173005.0,176826.68235357897
Allardt,Tennessee,TN,10094371.0,0.0,85272.0,109014.478756408
Allegan,Michigan,MI,9964199.0,1072087.0,68579.0,70066.2335163095
Alleman,Iowa,IA,6995552.0,0.0,300000.0,136950.251242499
Allen,Kansas,KS,11676797.57142857,46944.0,75816.0,84296.44316334612
Allendale,Illinois,IL,15341487.2,511964.8,158468.4,133150.9798162586
Allensworth,California,CA,8035084.0,0.0,49257.0,68253.1533813549
Allenton,Wisconsin,WI,3744452.0,0.0,75565.0,68393.7210678246
Allentown,New Jersey,NJ,5529671.0,139677.5,139377.0,146979.210576722
Alliance,Nebraska,NE,10025672.0,41244.5,130599.25,79088.4263549102
Allison,Iowa,IA,6070530.5,0.0,86671.0,137101.397029127
Allison Park,Pennsylvania,PA,35880094.0,0.0,167464.0,175643.674681036
Alloway,New Jersey,NJ,17738569.0,656375.0,123670.0,140177.827616933
Alma,Arkansas,AR,5772939.444444444,859716.8888888889,79616.0,87083.52509521671
Alma Center,Wisconsin,WI,3000694.0,0.0,80443.0,85603.345233085
Almena,Wisconsin,WI,2957604.0,0.0,73619.0,63818.8466457296
Almira,Washington,WA,864561.0,0.0,79122.0,60845.729624597
Almond,New York,NY,5857180.333333333,8697.666666666666,87083.66666666667,106649.30693335038
Alpena,Arkansas,AR,12788671.0,899883.0,61272.0,72411.81252053031
Alpha,Illinois,IL,832343.0,0.0,300000.0,79761.7556426434
Alpharetta,Georgia,GA,69668492.0,956380.0,200613.0,191212.144734053
Alpine,California,CA,28906207.5,5860.75,134504.5,138009.31626011827
Alsip,Illinois,IL,16900206.0,259691.0,93062.0,103596.83796033199
Alta,California,CA,3854074.5,8711.5,205959.0,165817.60379908647
Altamont,Kansas,KS,2683610.6666666665,19520.666666666668,109068.0,121104.72023890198
Altamonte Springs,Florida,FL,23406534.0,1639508.0,87558.0,121302.06780625599
Altenburg,Missouri,MO,2718984.0,0.0,75311.0,69784.2778608709
Altheimer,Arkansas,AR,3207833.0,94269.0,74910.5,57317.834480015605
Alton,Illinois,IL,21158649.333333332,1146428.0,144143.66666666666,76597.17177887874
Altoona,Florida,FL,8899174.8,168810.8,78489.2,93325.38262268531
Alturas,California,CA,5371091.0,42809.5,185055.5,55211.3236673704
Altus,Oklahoma,OK,47585963.0,521227.0,75636.0,96607.0540235237
Alva,Florida,FL,24694460.5,1083877.5,91175.0,106327.78641891366
Alvarado,Texas,TX,10753671.0,1923701.0,77359.0,92960.9861519658
Alvin,Texas,TX,34499494.5,87639.0,98856.5,100585.03451818119
Alvord,Texas,TX,3944170.0,0.0,105922.0,105314.982222936
Alzada,Montana,MT,1330357.0,0.0,300000.0,47873.0364291322
Amanda,Ohio,OH,777903.0,0.0,81073.0,73439.7484928189
Amarillo,Texas,TX,88743238.66666667,1676526.6666666667,175453.66666666666,175064.86065213298
Amazonia,Missouri,MO,952648.0,391.0,62604.0,58663.4739252042
Amber,Oklahoma,OK,10269308.0,0.0,81607.0,69294.0188804911
Ambler,Alaska,AK,10745907.0,1338488.6666666667,144874.66666666666,143704.50834985127
Amboy,Illinois,IL,16300212.0,0.0,77058.0,83165.1915606495
Ambrose,Georgia,GA,7900712.0,218159.0,35215.0,49656.3903852655
Amelia,Ohio,OH,7175897.0,9990.5,79937.5,77211.56350142346
Amenia,New York,NY,3152792.0,70626.0,231244.0,195595.044745743
American Falls,Idaho,ID,4178675.0,0.0,64503.0,67580.3217758229
Americus,Georgia,GA,3626502.1666666665,9661.166666666666,72115.83333333333,79093.90467256958
Amery,Wisconsin,WI,8006214.0,1889068.0,81049.0,103509.014292505
Amesbury,Massachusetts,MA,31782255.0,3783180.0,123156.0,148914.593604278
Amherst,Massachusetts,MA,8235948.5,63245.5,113967.25,113722.80739617377
Amidon,North Dakota,ND,1656154.0,0.0,104660.0,85792.0137212876
Amite,Louisiana,LA,10012942.0,38231.0,85980.0,120392.84350288301
Amityville,New York,NY,5364552.0,1032398.0,149703.0,162371.85563115802
Amo,Indiana,IN,1638741.0,0.0,300000.0,88069.476411517
Amoret,Missouri,MO,553725.0,577.0,28453.0,39386.2614662842
Amory,Mississippi,MS,32466080.0,1564409.0,80680.0,125787.53185829699
Anaconda,Montana,MT,1907997131.0,12199241.0,88285.0,117640.69747992599
Anacortes,Washington,WA,30324478.0,10207757.0,112872.0,144295.719602623
Anahuac,Texas,TX,5507096.0,0.0,100988.0,135151.15561772
Anamosa,Iowa,IA,5530013.5,84151.5,165077.5,75106.67266469945
Anasco,Puerto Rico,PR,2074066.0,402.0,21439.0,34757.4610437084
Anawalt,West Virginia,WV,3111414.0,60914.0,8172.0,12025.277635443601
Anchorage,Alaska,AK,395024280.0,6304383.0,120388.0,54316.378703608396
Andalusia,Alabama,AL,5219635.0,49963.8,74605.4,76953.83316483216
Anderson,Alabama,AL,20944578.888888888,1042198.0,174585.22222222222,116526.24100382124
Andersonville,Tennessee,TN,4191749.0,0.0,300000.0,104969.205181385
Andes,New York,NY,3601320.0,1229.0,250000.0,31161.2643081542
Andover,Kansas,KS,17729555.5,172831.0,171474.5,174555.66734851451
Andrews,Indiana,IN,8435641.0,16065.0,156783.33333333334,89818.33930917893
Angels Camp,California,CA,9396959.0,23589.0,98743.0,127991.186868511
Angie,Louisiana,LA,3966756.0,16946.0,141556.0,127504.54195687099
Angier,North Carolina,NC,7530634.0,90061.0,89020.0,24812.6501796469
Angleton,Texas,TX,8665106.666666666,274849.3333333333,171158.33333333334,99937.85748129315
Angola,New York,NY,4859133.0,0.0,112431.0,123202.76993415765
Aniak,Alaska,AK,16630342.0,6166529.0,91703.0,110680.42876552099
Animas,New Mexico,NM,20857771.0,0.0,70241.5,87141.204541379
Anita,Iowa,IA,4606516.0,0.0,74428.0,107759.03442901
Ankeny,Iowa,IA,11151331.0,0.0,200608.0,122053.18449450049
Anna,Illinois,IL,7581046.0,48310.0,112099.33333333333,110013.53872524526
Annandale,Virginia,VA,20326897.0,30220.0,171669.0,177591.29491474899
Annapolis,California,CA,15489592.75,650569.5,158106.25,145337.214404332
Anniston,Alabama,AL,21106061.5,55685.5,68625.0,73963.5200889276
Annville,Pennsylvania,PA,4177739.0,24046.0,85653.0,94128.1650508153
Anoka,Minnesota,MN,17245949.0,1323426.0,89008.0,115912.47780129699
Ansley,Nebraska,NE,784139.5,0.0,200049.0,127928.7713504064
Anson,Texas,TX,7152421.0,8855.0,82892.0,96608.08737058731
Ansonville,North Carolina,NC,3811019.0,0.0,33926.0,25635.7448651327
Antelope,California,CA,17702800.0,0.0,99795.0,125318.17543744699
Anthon,Iowa,IA,1257161.0,0.0,77602.5,97821.96031484366
Anthony,Kansas,KS,4461347.5,229076.5,76240.5,88088.38280872791
Antimony,Utah,UT,25440372.0,0.0,119044.0,62675.1395080103
Antioch,Illinois,IL,11615129.0,1206169.5,126496.5,142774.571362958
Antlers,Oklahoma,OK,7070785.0,25848.0,67735.0,125725.826230788
Anton,Texas,TX,3436426.5,0.0,196049.0,79910.18593287966
Anton Chico,New Mexico,NM,7721816.4,0.0,193021.4,21912.1752292041
Antonito,Colorado,CO,1044589.0,0.0,39578.0,54103.6514503529
Antrim,New Hampshire,NH,11772350.0,20097.0,92744.0,84698.5857286911
Anvik,Alaska,AK,78194354.0,18269155.0,65091.0,57071.01837773481
Anza,California,CA,71468371.0,212166.0,75509.0,62926.5342807366
Apache Junction,Arizona,AZ,57772711.333333336,12420.333333333334,150374.0,103943.03793100435
Apalachin,New York,NY,3779536.0,0.0,137942.0,139580.273424171
Apollo,Pennsylvania,PA,1571635.0,87617.0,80433.0,81371.2798878347
Apollo Beach,Florida,FL,51313693.0,6400171.0,144729.0,160100.163406557
Apopka,Florida,FL,9340674.5,623299.5,95535.0,103624.8111792084
Apple Creek,Ohio,OH,1504237.0,9648.0,76487.0,73158.0312246033
Apple Valley,Minnesota,MN,43884096.0,1771507.0,135085.0,156181.846049688
Appleton,Minnesota,MN,35241705.0,470425.3333333333,71278.5,79013.84096642805
Appleton City,Missouri,MO,2972387.0,2233.0,77440.0,115429.44428894599
Appomattox,Virginia,VA,817490.0,2157.0,300000.0,63648.7208602679
Aptos,California,CA,9321677.0,1013.5,129816.0,143229.702568638
Aquebogue,New York,NY,15402996.5,61716.5,300000.0,180877.7282483775
Aquilla,Texas,TX,729180.0,1857.0,80092.0,70574.6256666385
Arab,Alabama,AL,19690978.5,208367.0,300000.0,40477.437785551156
Aransas Pass,Texas,TX,16422277.0,51634878.0,150000.0,36077.6809282896
Arapaho,Oklahoma,OK,1702058.0,0.0,78628.0,99457.7612706293
Arapahoe,North Carolina,NC,3397623.4,157784.0,88642.8,107087.2665418799
Arbuckle,California,CA,9053673.5,0.0,91279.5,85277.00381297065
Arcade,New York,NY,6861862.0,8312.0,86338.0,108426.98101273901
Arcadia,Florida,FL,6624718.5,287645.75,85268.75,97217.83091931057
Arcanum,Ohio,OH,720197.3333333334,101864.33333333333,73307.0,87793.99571944564
Arcata,California,CA,23548909.0,4911894.0,83127.0,112734.773002525
Archbald,Pennsylvania,PA,44258394.0,36143.0,92412.0,86791.1361706553
Archdale,North Carolina,NC,21688418.0,57643.0,300000.0,59537.4238701157
Archer City,Texas,TX,5677520.0,79982.0,74039.0,98779.7956782732
Archie,Missouri,MO,2993103.0,91848.0,81552.0,72281.7015976111
Arctic Village,Alaska,AK,164453466.0,16778600.0,62209.0,53051.7594002555
Arden,North Carolina,NC,7029208.0,9775.0,136696.0,144088.699024204
Arden Hills,Minnesota,MN,22072435.0,2944159.0,176644.0,179590.469193566
Ardmore,Alabama,AL,31413092.833333332,877991.8333333334,133662.66666666666,128151.2344615566
Arecibo,Puerto Rico,PR,40212018.0,6278454.0,21940.0,59919.131322229296
Arena,Wisconsin,WI,2982685.0,11872.0,82274.0,78180.42486166
Argenta,Illinois,IL,950960.0,0.0,261322.0,82039.3024384547
Argonia,Kansas,KS,708232.0,0.0,108948.75,71266.82014237861
Argyle,New York,NY,10125467.0,55990.166666666664,197352.33333333334,143125.03277207917
Arimo,Idaho,ID,1072759.0,0.0,76655.0,64883.318600815095
Arkadelphia,Arkansas,AR,18804294.0,92318.0,93213.0,132403.763457154
Arkansas City,Kansas,KS,1611221.0,0.0,216872.0,70245.00836951045
Arlee,Montana,MT,30588388.5,11589.5,117613.0,153164.68944854848
Arley,Alabama,AL,9740655.0,33989.0,49775.0,23405.958309527003
Arlington,Arizona,AZ,10286116.761904761,261943.7619047619,136742.09523809524,109279.28743529506
Arma,Kansas,KS,1305138.0,0.0,38099.0,37946.4351925719
Armagh,Pennsylvania,PA,148646.0,0.0,300000.0,67711.17075351429
Armona,California,CA,4931942.0,0.0,64350.0,73924.2929476205
Armour,South Dakota,SD,2446057.0,22408.0,70071.0,70106.8738891836
Armstrong,Iowa,IA,1909322.3333333333,0.0,79867.66666666667,99552.45329993253
Arnaudville,Louisiana,LA,1796901.0,36568.0,7586.0,10165.4058554938
Arnold,Maryland,MD,19916867.666666668,2672965.6666666665,114117.0,150430.07184078565
Aromas,California,CA,12266655.0,27254.0,275323.0,135108.155493638
Arp,Texas,TX,6777723.0,51670.0,111167.0,156934.237333366
Arrey,New Mexico,NM,4494588.0,0.0,278813.0,97860.10744561674
Arroyo,Puerto Rico,PR,1056763.0,714.5,10626.5,24540.42927346565
Arroyo Grande,California,CA,10807117.5,0.0,220821.0,112372.1361569453
Arroyo Hondo,New Mexico,NM,4267608.0,0.0,213570.0,187512.94959911102
Arroyo Seco,New Mexico,NM,17834712.0,0.0,300000.0,67092.15659201679
Artesia,California,CA,12934599.25,98909.25,160424.5,105063.4020586248
Arthur,Illinois,IL,3414682.0,0.0,79341.0,100743.89898710001
Arthurdale,West Virginia,WV,1680888.0,0.0,66056.0,71970.61943043741
Arvada,Colorado,CO,100047257.0,1882996.0,128459.0,152697.036308532
Asbury,New Jersey,NJ,1795163.0,12133.0,82732.0,80732.2696428367
Asbury Park,New Jersey,NJ,963456.0,144136.0,123811.0,168197.351470811
Ascutney,Vermont,VT,4374963.0,13555.0,72549.0,59396.641725930494
Ash,North Carolina,NC,11013349.333333334,1056341.3333333333,86168.0,105139.46385658243
Ashaway,Rhode Island,RI,7365732.0,60494.5,266067.0,102232.47514475294
Ashburg,Virginia,VA,5293864.0,69652.0,251468.0,227044.78090861603
Ashburn,Virginia,VA,22587933.333333332,285719.0,251503.0,210081.47088043566
Ashby,Minnesota,MN,604426.0,0.0,61322.0,51692.67559646231
Ashdown,Arkansas,AR,9792830.5,39725.0,185333.0,64043.910995890605
Asheville,North Carolina,NC,62720177.5,501321.0,171919.0,176253.28710371448
Ashford,Washington,WA,1724176.0,0.0,300000.0,44690.536362603496
Ashland,Alabama,AL,8678558.4,103738.15,84651.75,84311.76387653605
Ashley,Illinois,IL,2553733.8333333335,5083.666666666667,77252.5,97758.00008560938
Ashmore,Illinois,IL,2166435.0,0.0,91495.0,116753.518726865
Ashtabula,Ohio,OH,18862185.5,229885.5,71902.0,81755.19357735006
Ashton,Idaho,ID,3843915.5,217673.5,14538.5,55058.4591457675
Ashwood,Oregon,OR,1287576.0,0.0,300000.0,7539.23475764205
Asotin,Washington,WA,2675916.0,349938.0,94287.0,120948.301171634
Aspermont,Texas,TX,5320619.0,47365.0,93720.0,136117.968408445
Assumption,Illinois,IL,2278268.0,0.0,74106.0,102660.729758997
Aston,Pennsylvania,PA,5289727.5,2682.5,118937.5,143308.59967649303
Astoria,Illinois,IL,9961496.0,3292636.0,156252.0,115598.53022420705
Atascadero,California,CA,67559825.0,108658.0,122377.0,141893.765590294
Atglen,Pennsylvania,PA,2515728.6666666665,8564.333333333334,157151.66666666666,102776.01486434277
Athens,Alabama,AL,58075632.666666664,1301413.5555555555,87943.11111111111,108844.01235709772
Athol,Idaho,ID,11616758.0,362026.0,82334.0,72585.01139656355
Atkins,Iowa,IA,5850317.666666667,1173.6666666666667,91115.0,105695.14459780237
Atlanta,Georgia,GA,69531768.85714285,759806.2857142857,127816.42857142857,123215.72396208996
Atlantic,Iowa,IA,1599311.0,24237.5,87191.5,98103.62544123709
Atlantic Highlands,New Jersey,NJ,3354782.0,8469852.0,173659.0,173975.033511651
Atmautluak,Alaska,AK,1406574.0,7647125.0,89487.0,30518.681907839302
Attalla,Alabama,AL,14515378.666666666,0.0,59311.333333333336,64985.23595176233
Attica,Indiana,IN,2351495.6666666665,3682.5,103705.0,90317.81306883582
Atwater,California,CA,15835833.0,11735.0,90251.0,121741.295312678
Atwood,Illinois,IL,3207035.0,751.0,79200.5,97414.80130014544
Au Gres,Michigan,MI,5872280.0,261089.0,65957.0,94989.70854695859
Aubrey,Texas,TX,2865298.3333333335,8322.333333333334,110081.83333333333,120139.49955568649
Auburn,California,CA,14173851.5,260697.3,103215.7,104475.34837615666
Auburndale,Wisconsin,WI,5489899.0,0.0,88925.0,85170.9530970599
Audubon,Minnesota,MN,1404284.0,7994.0,94759.0,136507.75039342
Augusta,Illinois,IL,30092560.0,1503346.8,83894.0,92928.04228502585
Aulander,North Carolina,NC,3825780.0,0.0,29130.0,45714.3623957533
Ault,Colorado,CO,2784511.0,0.0,88397.0,118502.415536962
Aumsville,Oregon,OR,2923041.0,0.0,89392.0,95123.7538303254
Aurelia,Iowa,IA,2627290.0,0.0,83347.0,115747.024684003
Aurora,Colorado,CO,79372136.54545455,1324070.0909090908,150704.9090909091,119702.0718587637
Austell,Georgia,GA,15566138.0,37201.0,300000.0,85631.6029576702
Austin,Minnesota,MN,115713750.6,2821262.933333333,164849.6,161418.55390080033
Autaugaville,Alabama,AL,19936288.0,526181.0,58862.0,15092.0863331447
Auxvasse,Missouri,MO,1955478.0,2909.0,67738.0,73928.7006396568
Avalon,New Jersey,NJ,5709001.0,1422091.0,117502.0,142525.733555786
Avella,Pennsylvania,PA,2334200.0,0.0,113797.0,130925.38878370199
Avenal,California,CA,50302325.0,0.0,60634.0,67361.11913486151
Avenel,New Jersey,NJ,9013332.0,78517.0,118648.0,147786.547780042
Aventura,Florida,FL,6863115.0,2217379.0,173733.0,180702.849541657
Averill Park,New York,NY,7595533.0,306232.0,95946.0,88845.5843035265
Avery,California,CA,15190499.0,23725.0,141892.0,122513.94000488851
Avilla,Indiana,IN,2238212.5,0.0,79069.5,69402.8041041955
Aviston,Illinois,IL,4109905.0,0.0,128827.0,131252.044416311
Avoca,Iowa,IA,5508214.5,0.0,53047.0,131917.75949211
Avon,Colorado,CO,11553459.444444444,114050.33333333333,148351.0,102394.72587658321
Avon Lake,Ohio,OH,28825323.0,0.0,158930.0,168935.683457396
Avondale,Colorado,CO,7664734.0,572693.0,60173.5,69566.4049482298
Axtell,Nebraska,NE,1147825.0,0.0,85057.0,94428.53707902551
Ayer,Massachusetts,MA,3434708.0,162645.0,126024.0,130581.251297906
Azle,Texas,TX,35444790.5,2156944.5,105218.0,100296.26865831362
Aztec,New Mexico,NM,18317244.666666668,213391.66666666666,203039.66666666666,98989.8064422361
Azusa,California,CA,14411583.0,16231.5,107913.5,107791.86194023181
Bacliff,Texas,TX,7087323.0,11461.0,102062.0,128144.61840899
Baconton,Georgia,GA,5054906.0,0.0,52324.0,68276.807279013
Badin,North Carolina,NC,4695318.0,0.0,72542.0,85182.0658408679
Bagdad,Arizona,AZ,20678842.0,0.0,110104.0,93635.68423134029
Baggs,Wyoming,WY,1308903.0,7279.0,103700.0,129608.225337669
Bagley,Minnesota,MN,5119038.0,157239.0,64844.0,91286.07552937859
Bahama,North Carolina,NC,16263622.0,206472.0,138079.0,87374.903319548
Bailey,North Carolina,NC,452374.0,0.0,94422.0,116640.499103915
Baileyton,Alabama,AL,13620112.0,146518.0,72563.0,141888.400209742
Baileyville,Kansas,KS,10345230.0,22605.0,300000.0,182849.898854237
Bainbridge,Georgia,GA,3974122.25,38140.5,147620.0,73811.53210624863
Bainville,Montana,MT,2596222.0,0.0,300000.0,155546.748840422
Baker,Nevada,NV,2341544.0,7167.0,300000.0,10823.974094699399
Baker City,Oregon,OR,8718584.666666666,0.0,62649.333333333336,97265.80406530657
Bakersfield,California,CA,94815116.0,762580.0,112723.8,124112.08347076278
Bakersville,North Carolina,NC,1937408.0,0.0,29223.0,60778.6611273219
Balch Springs,Texas,TX,23359593.0,61644.0,72669.0,94313.27847926461
Bald Knob,Arkansas,AR,524457.0,0.0,57503.0,59877.632414520995
Baldwin,Georgia,GA,7617810.25,98866.75,104374.25,106044.53590132583
Baldwinsville,New York,NY,5525556.5,243619.5,93309.5,114204.629164579
Baldwyn,Mississippi,MS,30028450.0,121110.0,53257.0,46655.6513956934
Ball Ground,Georgia,GA,15224321.0,75291.0,101908.0,126690.564953744
Ballico,California,CA,4554487.0,0.0,90121.0,128261.275562565
Ballinger,Texas,TX,9063053.0,5205.0,76464.0,111157.088967869
Ballston Lake,New York,NY,3502208.0,138791.0,205000.5,132527.151494125
Ballston Spa,New York,NY,2153691.0,10232.0,110291.0,118621.613734891
Ballwin,Missouri,MO,11979294.5,0.0,121735.5,125002.9932423693
Balsam Lake,Wisconsin,WI,4544772.0,74133.0,79602.0,128416.282333639
Baltic,Connecticut,CT,2230939.25,57248.0,61297.25,83529.58317726996
Baltimore,Maryland,MD,11813168.909090908,138707.72727272726,106169.72727272728,127265.07654363569
Bamberg,South Carolina,SC,9258751.0,50759.0,86777.0,97562.5446584415
Bancroft,Idaho,ID,1262582.5,0.0,195035.0,135208.834017309
Bandera,Texas,TX,8008005.0,769276.0,68406.0,35734.8272834265
Bangor,California,CA,8038339.285714285,73046.42857142857,126735.28571428571,93911.0817001711
Bangs,Texas,TX,3875355.0,0.0,69720.0,71575.3021661783
Banks,Oregon,OR,1859757.0,0.0,112801.0,131597.330752257
Banner Elk,North Carolina,NC,12524235.333333334,28455.333333333332,166857.33333333334,157382.96357734664
Banquete,Texas,TX,13888857.5,245144.0,300000.0,80496.3025350387
Bapchule,Arizona,AZ,11400403.0,0.0,85296.0,69090.2027188598
Bar Harbor,Maine,ME,8223821.0,0.0,79304.0,85615.34860009661
Baraboo,Wisconsin,WI,11135120.5,109334.5,77033.0,96826.5998317638
Barboursville,West Virginia,WV,8264080.5,196394.5,99699.5,129490.549123175
Barbourville,Kentucky,KY,6807526.0,163149.0,54557.0,70529.4711223088
Barceloneta,Puerto Rico,PR,1259722.0,0.0,11764.25,25005.8592372289
Barco,North Carolina,NC,2174600.0,80916.0,83240.0,24277.4394147218
