city,State_ab,State_name,population,density
Aaronsburg,PA,Pennsylvania,487.0,211.0
Abanda,AL,Alabama,176.0,22.0
Abbeville,LA,Louisiana,6031.2,305.6
Abbotsford,WI,Wisconsin,3833.0,285.0
Abbott,TX,Texas,369.0,240.0
Abbottstown,PA,Pennsylvania,1026.0,725.0
Abbyville,KS,Kansas,85.0,122.0
Abercrombie,ND,North Dakota,249.0,296.0
Aberdeen,WA,Washington,11531.25,548.25
Aberdeen Gardens,WA,Washington,337.0,80.0
Aberdeen Proving Ground,MD,Maryland,2872.0,99.0
Abernathy,TX,Texas,2706.0,381.0
Abeytas,NM,New Mexico,293.0,91.0
Abie,NE,Nebraska,65.0,235.0
Abilene,TX,Texas,64905.0,474.0
Abingdon,VA,Virginia,5491.0,601.5
Abiquiu,NM,New Mexico,151.0,61.0
Abita Springs,LA,Louisiana,2614.0,219.0
Abram,TX,Texas,2328.0,266.0
Abrams,WI,Wisconsin,461.0,215.0
Absarokee,MT,Montana,1061.0,192.0
Absecon,NJ,New Jersey,8818.0,622.0
Acacia Villas,FL,Florida,381.0,2091.0
Acalanes Ridge,CA,California,1134.0,950.0
Acampo,CA,California,204.0,84.0
Accident,MD,Maryland,312.0,243.0
Accokeek,MD,Maryland,11647.0,163.0
Accomac,VA,Virginia,485.0,458.0
Accord,NY,New York,560.0,63.0
Accoville,WV,West Virginia,980.0,117.0
Aceitunas,PR,Puerto Rico,1890.0,2928.0
Acequia,ID,Idaho,133.0,96.0
Achille,OK,Oklahoma,540.0,553.0
Ackerly,TX,Texas,232.0,288.0
Ackerman,MS,Mississippi,1448.0,248.0
Ackermanville,PA,Pennsylvania,632.0,178.0
Ackley,IA,Iowa,1498.0,233.0
Ackworth,IA,Iowa,105.0,73.0
Acme,WA,Washington,108.0,6.0
Acomita Lake,NM,New Mexico,574.0,64.0
Acres Green,CO,Colorado,3100.0,1990.0
Acton,CA,California,7232.0,71.0
Acushnet Center,MA,Massachusetts,3177.0,866.0
Acworth,GA,Georgia,22818.0,980.0
Ada,OK,Oklahoma,6276.75,454.5
Adair,OK,Oklahoma,576.3333333333334,123.66666666666667
Adair Village,OR,Oregon,874.0,767.0
Adairsville,GA,Georgia,4963.0,204.0
Adairville,KY,Kentucky,885.0,290.0
Adak,AK,Alaska,326.0,3.0
Adams,WI,Wisconsin,741.1666666666666,247.33333333333334
Adams Center,NY,New York,1385.0,110.0
Adamsburg,PA,Pennsylvania,162.0,223.0
Adamstown,MD,Maryland,2196.0,410.0
Adamsville,AL,Alabama,1656.5,298.5
Addieville,IL,Illinois,238.0,92.0
Addington,OK,Oklahoma,107.0,174.0
Addis,LA,Louisiana,6221.0,571.0
Addison,IL,Illinois,10941.8,749.8
Addy,WA,Washington,130.0,142.0
Addyston,OH,Ohio,936.0,424.0
Adel,GA,Georgia,6222.0,335.0
Adelanto,CA,California,34049.0,248.0
Adeline,IL,Illinois,80.0,116.0
Adelino,NM,New Mexico,919.0,130.0
Adell,WI,Wisconsin,512.0,354.0
Adelphi,MD,Maryland,8376.0,1428.0
Adena,OH,Ohio,704.0,506.0
Adin,CA,California,171.0,19.0
Adjuntas,PR,Puerto Rico,4258.0,2192.0
Admire,KS,Kansas,152.0,181.0
Adona,AR,Arkansas,206.0,83.0
Adrian,MI,Michigan,7919.166666666667,381.8333333333333
Advance,MO,Missouri,849.75,228.5
Adwolf,VA,Virginia,1573.0,71.0
Aetna Estates,CO,Colorado,1398.0,4102.0
Affton,MO,Missouri,20148.0,1702.0
Afton,MN,Minnesota,1726.0,184.0
Agar,SD,South Dakota,80.0,150.0
Agawam,MA,Massachusetts,28613.0,473.0
Agency,MO,Missouri,651.5,225.5
Agency Village,SD,South Dakota,242.0,16.0
Agenda,KS,Kansas,66.0,147.0
Ages,KY,Kentucky,367.0,254.0
Agoura Hills,CA,California,20222.0,1000.0
Agra,OK,Oklahoma,292.5,363.5
Agua Dulce,CA,California,3505.0,112.0
Agua Fria,NM,New Mexico,2734.0,435.0
Aguada,PR,Puerto Rico,2812.0,2943.0
Aguadilla,PR,Puerto Rico,10739.0,1654.0
Aguanga,CA,California,805.0,22.0
Aguas Buenas,PR,Puerto Rico,3446.0,1378.0
Aguas Claras,PR,Puerto Rico,2266.0,319.0
Aguila,AZ,Arizona,888.0,218.0
Aguilar,CO,Colorado,480.0,472.0
Aguilita,PR,Puerto Rico,4069.0,1750.0
Ahmeek,MI,Michigan,144.0,815.0
Ahoskie,NC,North Carolina,4763.0,422.0
Ahtanum,WA,Washington,3356.0,187.0
Ahuimanu,HI,Hawaii,8023.0,1149.0
Ahwahnee,CA,California,2513.0,96.0
Aibonito,PR,Puerto Rico,7820.0,1975.0
Aiea,HI,Hawaii,9638.0,2240.0
Aiken,SC,South Carolina,30869.0,565.0
Ailey,GA,Georgia,536.0,95.0
Ainaloa,HI,Hawaii,3279.0,641.0
Ainsworth,NE,Nebraska,1099.5,615.5
Air Force Academy,CO,Colorado,6512.0,251.0
Airmont,NY,New York,8786.0,743.0
Airport,CA,California,1479.0,994.0
Airport Drive,MO,Missouri,868.0,167.0
Airport Heights,TX,Texas,22.0,214.0
Airport Road Addition,TX,Texas,279.0,50.0
Airway Heights,WA,Washington,9485.0,609.0
Aitkin,MN,Minnesota,1985.0,296.0
Ajo,AZ,Arizona,2841.0,32.0
Ak-Chin Village,AZ,Arizona,1228.0,44.0
Akaska,SD,South Dakota,47.0,29.0
Akeley,MN,Minnesota,443.0,116.0
Akhiok,AK,Alaska,68.0,3.0
Akiachak,AK,Alaska,573.0,31.0
Akiak,AK,Alaska,394.0,80.0
Akins,OK,Oklahoma,586.0,16.0
Akron,OH,Ohio,72148.25,625.375
Akutan,AK,Alaska,1041.0,6.0
Alabaster,AL,Alabama,33487.0,512.0
Alachua,FL,Florida,9899.0,105.0
Alafaya,FL,Florida,91068.0,1156.0
Alakanuk,AK,Alaska,774.0,9.0
Alamance,NC,North Carolina,1042.0,505.0
Alameda,CA,California,77624.0,2868.0
Alamillo,NM,New Mexico,143.0,45.0
Alamo,TX,Texas,5316.25,392.0
Alamo Heights,TX,Texas,8614.0,1806.0
Alamo Lake,AZ,Arizona,24.0,0.0
Alamogordo,NM,New Mexico,33513.0,577.0
Alamosa,CO,Colorado,10652.0,492.0
Alamosa East,CO,Colorado,1295.0,154.0
Alanson,MI,Michigan,764.0,299.0
Alapaha,GA,Georgia,675.0,253.0
Alatna,AK,Alaska,13.0,0.0
Alba,TX,Texas,393.5,241.5
Albany,NY,New York,51514.666666666664,728.4
Albee,SD,South Dakota,15.0,44.0
Albemarle,NC,North Carolina,17185.0,359.0
Albers,IL,Illinois,1135.0,518.0
Albert,KS,Kansas,164.0,268.0
Albert City,IA,Iowa,665.0,471.0
Albert Lea,MN,Minnesota,17656.0,513.0
Alberta,VA,Virginia,184.5,96.5
Alberton,MT,Montana,446.0,314.0
Albertson,NY,New York,5225.0,2971.0
Albertville,AL,Alabama,22657.0,485.5
Albia,IA,Iowa,3681.0,446.0
Albin,WY,Wyoming,206.0,542.0
Albion,MI,Michigan,2607.3636363636365,434.09090909090907
Albright,WV,West Virginia,282.0,469.0
Albrightsville,PA,Pennsylvania,169.0,64.0
Albuquerque,NM,New Mexico,761195.0,1155.0
Alburnett,IA,Iowa,699.0,329.0
Alburtis,PA,Pennsylvania,2636.0,1439.0
Alcalde,NM,New Mexico,159.0,118.0
Alcan Border,AK,Alaska,176.0,0.0
Alcester,SD,South Dakota,755.0,873.0
Alcoa,TN,Tennessee,9980.0,258.0
Alcolu,SC,South Carolina,430.0,36.0
Alcorn State University,MS,Mississippi,974.0,158.0
Alda,NE,Nebraska,662.0,452.0
Aldan,PA,Pennsylvania,4160.0,2691.0
Alden,IA,Iowa,411.0,228.0
Alder,WA,Washington,135.0,19.5
Alderpoint,CA,California,156.0,24.0
Alderson,WV,West Virginia,1394.5,343.5
Alderton,WA,Washington,2890.0,210.0
Alderwood Manor,WA,Washington,9579.0,1930.0
Aldine,TX,Texas,15318.0,753.0
Aldora,GA,Georgia,109.0,176.0
Aldrich,MO,Missouri,63.0,113.5
Aledo,TX,Texas,6177.0,666.0
Aleknagik,AK,Alaska,220.0,3.0
Aleneva,AK,Alaska,27.0,0.0
Alex,OK,Oklahoma,548.0,31.0
Alexander,AR,Arkansas,1013.0,202.25
Alexander City,AL,Alabama,14317.0,131.0
Alexandria,VA,Virginia,23530.166666666668,786.5833333333334
Alexandria Bay,NY,New York,1028.0,529.0
Alexis,IL,Illinois,777.0,631.0
Alfarata,PA,Pennsylvania,177.0,122.0
Alford,FL,Florida,463.0,169.0
Alfordsville,IN,Indiana,100.0,588.0
Alfred,TX,Texas,15.0,4.0
Alger,OH,Ohio,511.5,561.0
Algodones,NM,New Mexico,704.0,37.0
Algoma,WI,Wisconsin,1868.5,260.5
Algona,IA,Iowa,4302.5,710.5
Algonac,MI,Michigan,4037.0,1098.0
Algonquin,IL,Illinois,16067.0,802.0
Algood,TN,Tennessee,4463.0,422.0
Alhambra,CA,California,42200.0,2284.5
Alhambra Valley,CA,California,783.0,225.0
Ali Chuk,AZ,Arizona,178.0,47.0
Ali Chukson,AZ,Arizona,57.0,10.0
Ali Molina,AZ,Arizona,61.0,30.0
Alianza,PR,Puerto Rico,2453.0,946.0
Alice,TX,Texas,10275.0,308.0
Alice Acres,TX,Texas,254.0,16.0
Aliceville,AL,Alabama,2254.0,190.0
Alicia,AR,Arkansas,128.0,114.0
Aline,OK,Oklahoma,212.0,311.0
Aliquippa,PA,Pennsylvania,8844.0,813.0
Aliso Viejo,CA,California,50887.0,2839.0
Allakaket,AK,Alaska,161.0,4.0
Allardt,TN,Tennessee,627.0,64.0
Allegan,MI,Michigan,6350.0,503.0
Alleghany,CA,California,78.0,86.0
Alleghenyville,PA,Pennsylvania,1013.0,149.0
Alleman,IA,Iowa,452.0,64.0
Allen,TX,Texas,13543.5,486.75
Allen Park,MI,Michigan,26940.0,1487.0
Allendale,MI,Michigan,5541.0,378.1666666666667
Allenhurst,GA,Georgia,599.5,498.0
Allenport,PA,Pennsylvania,550.0,218.0
Allenspark,CO,Colorado,433.0,14.0
Allensville,PA,Pennsylvania,309.5,71.5
Allensworth,CA,California,575.0,71.0
Allenton,WI,Wisconsin,889.0,237.0
Allentown,PA,Pennsylvania,171626.0,960.75
Allenville,IL,Illinois,131.5,197.0
Allenwood,NJ,New Jersey,577.0,186.5
Allerton,IA,Iowa,386.5,161.0
Allgood,AL,Alabama,650.0,241.0
Alliance,OH,Ohio,13368.333333333334,561.6666666666666
Alligator,MS,Mississippi,187.0,73.0
Allison,IA,Iowa,753.0,217.5
Allison Park,PA,Pennsylvania,23092.0,644.0
Allisonia,VA,Virginia,91.0,10.0
Allouez,WI,Wisconsin,13894.0,1175.0
Allport,PA,Pennsylvania,257.5,237.5
Allyn,WA,Washington,2414.0,583.0
Alma,MI,Michigan,2930.3,308.7
Alma Center,WI,Wisconsin,493.0,189.0
Almedia,PA,Pennsylvania,992.0,546.0
Almena,WI,Wisconsin,509.5,230.0
Almira,WA,Washington,280.0,210.0
Almond,WI,Wisconsin,432.0,159.0
Almont,MI,Michigan,1480.5,410.0
Almyra,AR,Arkansas,262.0,260.0
Aloha,OR,Oregon,54287.0,2851.0
Alondra Park,CA,California,8272.0,2886.0
Alorton,IL,Illinois,1901.0,406.0
Alpaugh,CA,California,1145.0,439.0
Alpena,MI,Michigan,4741.0,217.33333333333334
Alpha,NJ,New Jersey,785.75,416.75
Alpharetta,GA,Georgia,67213.0,964.0
Alpine,CA,California,4353.625,249.125
Alpine Northeast,WY,Wyoming,55.0,4.0
Alpine Northwest,WY,Wyoming,172.0,52.0
Alpine Village,CA,California,101.0,13.0
Alsace Manor,PA,Pennsylvania,490.0,556.0
Alsea,OR,Oregon,234.0,585.0
Alsen,ND,North Dakota,32.0,0.0
Alsey,IL,Illinois,210.0,147.0
Alsip,IL,Illinois,18709.0,1107.0
Alston,GA,Georgia,159.0,21.0
Alta,IA,Iowa,827.0,206.25
Alta Sierra,CA,California,7280.0,337.0
Alta Vista,KS,Kansas,338.0,299.0
Altadena,CA,California,44850.0,2045.0
Altamahaw,NC,North Carolina,319.0,90.0
Altamont,OR,Oregon,2947.777777777778,373.0
Altamonte Springs,FL,Florida,44143.0,1876.0
Altavista,VA,Virginia,4603.0,260.0
Altenburg,MO,Missouri,333.0,122.0
Altha,FL,Florida,492.0,142.0
Altheimer,AR,Arkansas,811.0,152.0
Altmar,NY,New York,406.0,75.0
Alto,TX,Texas,1016.3333333333334,854.3333333333334
Alto Bonito Heights,TX,Texas,232.0,1740.0
Alto Pass,IL,Illinois,362.0,65.0
Alton,IL,Illinois,14193.857142857143,331.42857142857144
Altona,CO,Colorado,402.3333333333333,232.0
Altoona,PA,Pennsylvania,14763.57142857143,494.42857142857144
Altura,MN,Minnesota,476.0,61.0
Alturas,FL,Florida,3056.5,187.0
Altus,OK,Oklahoma,9573.5,267.5
Alum Creek,WV,West Virginia,1805.0,68.0
Alum Rock,CA,California,11551.0,5295.0
Alva,OK,Oklahoma,4290.0,181.5
Alvan,IL,Illinois,249.0,121.0
Alvarado,TX,Texas,2653.5,545.0
Alvin,TX,Texas,26723.0,426.0
Alvo,NE,Nebraska,137.0,528.0
Alvord,TX,Texas,887.0,340.0
Alvordton,OH,Ohio,164.0,251.0
Alzada,MT,Montana,23.0,17.0
Ama,LA,Louisiana,1172.0,129.0
Amada Acres,TX,Texas,28.0,150.0
Amado,AZ,Arizona,33.0,2.0
Amador City,CA,California,190.0,236.0
Amagansett,NY,New York,739.0,43.0
Amagon,AR,Arkansas,90.0,312.0
Amalga,UT,Utah,558.0,61.0
Amana,IA,Iowa,338.0,116.0
Amanda,OH,Ohio,738.0,948.0
Amanda Park,WA,Washington,92.0,4.0
Amargosa,TX,Texas,299.0,76.0
Amarillo,TX,Texas,205603.0,756.0
Amasa,MI,Michigan,200.0,19.0
Amaya,TX,Texas,26.0,43.0
Amazonia,MO,Missouri,321.0,336.0
Amber,OK,Oklahoma,480.0,46.0
Amberg,WI,Wisconsin,183.0,43.0
Amberley,OH,Ohio,3543.0,392.0
Ambia,IN,Indiana,227.0,580.0
Ambler,PA,Pennsylvania,3376.5,1474.5
Amboy,IL,Illinois,1265.25,312.0
Ambridge,PA,Pennsylvania,6601.0,1714.0
Ambrose,GA,Georgia,201.5,28.0
Amelia,OH,Ohio,3627.0,712.0
Amelia Court House,VA,Virginia,1064.0,109.0
Amenia,ND,North Dakota,96.0,24.0
American Canyon,CA,California,20475.0,1298.0
American Falls,ID,Idaho,4345.0,1032.0
American Fork,UT,Utah,33161.0,1190.0
Americus,GA,Georgia,6036.666666666667,306.0
Amery,WI,Wisconsin,2812.0,350.0
Ames,IA,Iowa,17372.75,449.25
Ames Lake,WA,Washington,1556.0,375.0
Amesbury,MA,Massachusetts,17532.0,550.0
Amesti,CA,California,3163.0,415.0
Amesville,OH,Ohio,153.0,269.0
Amherst,MA,Massachusetts,8049.857142857143,369.42857142857144
Amherst Center,MA,Massachusetts,20409.0,1594.0
Amherst Junction,WI,Wisconsin,383.0,119.0
Amherstdale,WV,West Virginia,519.0,66.0
Amidon,ND,North Dakota,23.0,14.0
Amistad,TX,Texas,44.0,11.0
Amite City,LA,Louisiana,6600.0,441.0
Amity,OR,Oregon,820.6666666666666,434.6666666666667
Amity Gardens,PA,Pennsylvania,3503.0,1139.0
Amityville,NY,New York,9399.0,1768.0
Ammon,ID,Idaho,17115.0,870.0
Amo,IN,Indiana,431.0,271.0
Amoret,MO,Missouri,180.0,325.0
Amorita,OK,Oklahoma,38.0,57.0
Amory,MS,Mississippi,6794.0,209.0
Amsterdam,NY,New York,5528.75,479.0
Anacoco,LA,Louisiana,783.0,98.0
Anaconda,MT,Montana,9140.0,4.0
Anacortes,WA,Washington,18563.0,578.0
Anadarko,OK,Oklahoma,6504.0,349.0
Anaheim,CA,California,350365.0,2688.0
Anahola,HI,Hawaii,2311.0,242.0
Anahuac,TX,Texas,2339.0,424.0
Anaktuvuk Pass,AK,Alaska,343.0,25.0
Anamoose,ND,North Dakota,244.0,151.0
Anamosa,IA,Iowa,5537.0,847.0
Anawalt,WV,West Virginia,179.0,120.0
Anchor,IL,Illinois,140.0,316.0
Anchor Bay,CA,California,352.0,38.0
Anchor Point,AK,Alaska,2129.0,8.0
Anchorage,AK,Alaska,145211.5,190.5
Ancient Oaks,PA,Pennsylvania,7387.0,1176.0
Andale,KS,Kansas,987.0,663.0
Andalusia,AL,Alabama,4914.0,273.5
Anderson,IN,Indiana,17872.2,278.5
Anderson Island,WA,Washington,1181.0,57.0
Andersonville,OH,Ohio,514.6666666666666,107.66666666666667
Andover,MN,Minnesota,8065.333333333333,287.5
Andrew,IA,Iowa,408.0,635.0
Andrews,TX,Texas,4653.2,488.4
Andrews AFB,MD,Maryland,3079.0,171.0
Anegam,AZ,Arizona,79.0,13.0
Aneta,ND,North Dakota,210.0,81.0
Aneth,UT,Utah,552.0,19.0
Angel Fire,NM,New Mexico,1070.0,14.0
Angelica,WI,Wisconsin,93.0,22.0
Angels,CA,California,3956.0,420.0
Angie,LA,Louisiana,249.0,62.0
Angier,NC,North Carolina,5415.0,676.0
Angleton,TX,Texas,19431.0,645.0
Angola,IN,Indiana,6726.5,545.5
Angola on the Lake,NY,New York,1692.0,256.0
Angoon,AK,Alaska,459.0,6.0
Anguilla,MS,Mississippi,625.0,233.0
Angus,TX,Texas,429.0,50.0
Angwin,CA,California,3179.0,254.0
Aniak,AK,Alaska,549.0,34.0
Animas,PR,Puerto Rico,642.5,983.5
Anita,IA,Iowa,900.0,195.0
Aniwa,WI,Wisconsin,249.0,45.0
Ankeny,IA,Iowa,67355.0,862.0
Anmoore,WV,West Virginia,734.0,268.0
Ann Arbor,MI,Michigan,322267.0,1659.0
Anna,TX,Texas,8890.333333333334,463.3333333333333
Anna Maria,FL,Florida,1762.0,920.0
Annabella,UT,Utah,810.0,444.0
Annada,MO,Missouri,28.0,177.0
Annandale,VA,Virginia,16165.0,1005.0
Annapolis,MD,Maryland,13205.0,1021.0
Annapolis Neck,MD,Maryland,12551.0,699.0
Annawan,IL,Illinois,853.0,154.0
Annetta,TX,Texas,3248.0,334.0
Annetta North,TX,Texas,568.0,58.0
Annetta South,TX,Texas,573.0,115.0
Annex,OR,Oregon,274.0,43.0
Anniston,AL,Alabama,36854.5,192.0
Annona,TX,Texas,288.0,138.0
Annville,KY,Kentucky,893.0,43.0
Anoka,MN,Minnesota,8777.0,510.0
Anon Raices,PR,Puerto Rico,149.0,928.0
Anselmo,NE,Nebraska,138.0,200.0
Ansley,NE,Nebraska,425.0,228.0
Anson,TX,Texas,2297.0,321.0
Ansonia,CT,Connecticut,9887.5,873.5
Ansonville,NC,North Carolina,589.0,154.0
Ansted,WV,West Virginia,1305.0,303.0
Antares,AZ,Arizona,166.0,99.0
Antelope,CA,California,12354.0,763.5
Anthem,AZ,Arizona,22468.0,1096.0
Anthon,IA,Iowa,561.0,306.0
Anthony,NM,New Mexico,5553.666666666667,636.0
Anthonyville,AR,Arkansas,147.0,740.0
Anthoston,KY,Kentucky,278.0,166.0
Antietam,MD,Maryland,77.0,193.0
Antigo,WI,Wisconsin,7767.0,473.0
Antimony,UT,Utah,121.0,4.0
Antioch,CA,California,105557.66666666667,809.6666666666666
Antler,ND,North Dakota,26.0,54.0
Antlers,OK,Oklahoma,2321.0,328.0
Antoine,AR,Arkansas,108.0,81.0
Anton,TX,Texas,1095.0,540.0
Anton Chico,NM,New Mexico,124.0,26.0
Antonito,CO,Colorado,747.0,676.0
Antreville,SC,South Carolina,61.0,6.0
Antwerp,OH,Ohio,1683.0,487.0
Antón Ruíz,PR,Puerto Rico,2493.0,2169.0
Anvik,AK,Alaska,82.0,3.0
Anza,CA,California,3076.0,43.0
Anzac Village,NM,New Mexico,36.0,24.0
Apache,OK,Oklahoma,1393.0,266.0
Apache Creek,NM,New Mexico,93.0,4.0
Apache Junction,AZ,Arizona,42571.0,468.0
Apalachicola,FL,Florida,3893.0,472.0
Apalachin,NY,New York,1037.0,274.0
Apex,NC,North Carolina,59300.0,1100.0
Apison,TN,Tennessee,2723.0,73.0
Aplington,IA,Iowa,1050.0,551.0
Apollo,PA,Pennsylvania,1523.0,1926.0
Apollo Beach,FL,Florida,20947.0,408.0
Apopka,FL,Florida,53447.0,613.0
Appalachia,VA,Virginia,1533.0,259.0
Apple Canyon Lake,IL,Illinois,512.0,53.0
Apple Creek,OH,Ohio,1180.0,776.0
Apple Grove,WV,West Virginia,60.0,10.0
Apple Mountain Lake,VA,Virginia,1369.0,308.0
Apple River,IL,Illinois,343.0,187.0
Apple Valley,CA,California,33692.25,495.5
Appleby,TX,Texas,446.0,79.0
Applegate,MI,Michigan,232.0,89.0
Appleton,WI,Wisconsin,110947.5,714.5
Appleton City,MO,Missouri,1080.0,363.0
Applewold,PA,Pennsylvania,286.0,2351.0
Applewood,CO,Colorado,8081.0,767.0
Appling,GA,Georgia,921.0,40.0
Appomattox,VA,Virginia,1794.0,300.0
Aptos,CA,California,6387.0,374.0
Aptos Hills-Larkin Valley,CA,California,2251.0,93.0
Aquadale,NC,North Carolina,637.0,75.0
Aquasco,MD,Maryland,957.0,18.0
Aquebogue,NY,New York,2042.0,207.0
Aquia Harbour,VA,Virginia,6106.0,828.0
Aquilla,OH,Ohio,225.5,519.0
Arab,AL,Alabama,8383.0,242.0
Arabi,LA,Louisiana,2475.5,499.5
Aragon,GA,Georgia,714.5,239.0
Aransas Pass,TX,Texas,8388.0,257.0
Arapaho,OK,Oklahoma,803.0,443.0
Arapahoe,WY,Wyoming,1113.3333333333333,166.33333333333334
Arbela,MO,Missouri,42.0,181.0
Arboles,CO,Colorado,326.0,24.0
Arbon Valley,ID,Idaho,1124.0,12.0
Arbovale,WV,West Virginia,152.0,100.0
Arbuckle,CA,California,3809.0,835.0
Arbutus,MD,Maryland,19292.0,1141.0
Arbyrd,MO,Missouri,462.0,177.0
Arcade,GA,Georgia,1972.0,82.0
Arcadia,CA,California,6971.153846153846,527.8461538461538
Arcadia Lakes,SC,South Carolina,874.0,605.0
Arcadia University,PA,Pennsylvania,626.0,2452.0
Arcanum,OH,Ohio,2008.0,609.0
Arcata,CA,California,34616.0,759.0
Archbald,PA,Pennsylvania,7030.0,158.0
Archbold,OH,Ohio,4729.0,346.0
Archdale,NC,North Carolina,11513.0,507.0
Archer,FL,Florida,457.6666666666667,200.0
Archer City,TX,Texas,1702.0,299.0
Archer Lodge,NC,North Carolina,15972.0,219.0
Archie,MO,Missouri,1202.0,401.0
Arco,ID,Idaho,474.5,179.5
Arcola,IL,Illinois,1416.8,356.0
Arctic Village,AK,Alaska,185.0,1.0
Arden,DE,Delaware,440.0,675.0
Arden Hills,MN,Minnesota,10281.0,469.0
Arden on the Severn,MD,Maryland,1880.0,508.0
Arden-Arcade,CA,California,102864.0,2235.0
Ardencroft,DE,Delaware,216.0,952.0
Ardentown,DE,Delaware,270.0,472.0
Ardmore,OK,Oklahoma,10047.5,768.75
Ardoch,ND,North Dakota,78.0,79.0
Ardsley,NY,New York,4502.0,1314.0
Arecibo,PR,Puerto Rico,39176.0,975.0
Aredale,IA,Iowa,69.0,26.0
Arena,WI,Wisconsin,827.0,276.0
Arenas Valley,NM,New Mexico,1813.0,172.0
Arendtsville,PA,Pennsylvania,959.0,462.0
Arenzville,IL,Illinois,367.0,184.0
Argenta,IL,Illinois,877.0,518.0
Argentine,MI,Michigan,2558.0,417.0
Argo,AL,Alabama,4348.0,156.0
Argonia,KS,Kansas,471.0,258.0
Argonne,WI,Wisconsin,112.0,77.0
Argos,IN,Indiana,1626.0,488.0
Argusville,ND,North Dakota,468.0,45.0
Argyle,TX,Texas,1240.4,202.4
Arial,SC,South Carolina,2185.0,180.0
Arimo,ID,Idaho,364.0,339.0
Arion,IA,Iowa,107.0,87.0
Aripeka,FL,Florida,109.0,51.0
Arispe,IA,Iowa,97.0,72.0
Aristes,PA,Pennsylvania,322.0,334.0
Aristocrat Ranchettes,CO,Colorado,1416.0,292.0
Ariton,AL,Alabama,739.0,56.0
Arivaca,AZ,Arizona,723.0,10.0
Arivaca Junction,AZ,Arizona,1248.0,164.0
Arizona City,AZ,Arizona,11200.0,705.0
Arizona Village,AZ,Arizona,1117.0,271.0
Arjay,KY,Kentucky,440.0,274.0
Arkadelphia,AR,Arkansas,10726.0,560.0
Arkansas City,KS,Kansas,6278.5,365.0
Arkansaw,WI,Wisconsin,210.0,113.0
Arkdale,WI,Wisconsin,156.0,27.0
Arkoe,MO,Missouri,64.0,194.0
Arkoma,OK,Oklahoma,1899.0,211.0
Arkport,NY,New York,791.0,439.0
Arlee,MT,Montana,641.0,38.0
Arley,AL,Alabama,345.0,35.0
Arlington,TX,Texas,37698.22222222222,657.2777777777778
Arlington Heights,IL,Illinois,21010.0,845.75
Arma,KS,Kansas,1420.0,483.0
Armada,MI,Michigan,1715.0,898.0
Armington,IL,Illinois,323.0,434.0
Armona,CA,California,4407.0,895.0
Armonk,NY,New York,4438.0,287.0
Armour,SD,South Dakota,669.0,273.0
Armstrong,IA,Iowa,410.6666666666667,333.6666666666667
Arnaudville,LA,Louisiana,1046.0,582.0
Arnegard,ND,North Dakota,175.0,263.0
Arnett,OK,Oklahoma,481.0,432.0
Arnold,MD,Maryland,10437.4,895.0
Arnold City,PA,Pennsylvania,315.0,271.0
Arnold Line,MS,Mississippi,2113.0,490.0
Arnolds Park,IA,Iowa,1313.0,318.0
Arnoldsville,GA,Georgia,366.0,83.0
Arnot,PA,Pennsylvania,479.0,180.0
Aroma Park,IL,Illinois,682.0,140.0
Aromas,CA,California,2479.0,202.0
Arona,PA,Pennsylvania,346.0,255.0
Arp,TX,Texas,1030.0,151.0
Arpelar,OK,Oklahoma,329.0,57.0
Arpin,WI,Wisconsin,309.0,145.0
Arrey,NM,New Mexico,25.0,12.0
Arriba,CO,Colorado,207.0,160.0
Arrington,VA,Virginia,905.0,33.0
Arrow Point,MO,Missouri,87.0,175.0
Arrow Rock,MO,Missouri,52.0,150.0
Arrowhead Springs,WY,Wyoming,120.0,40.0
Arrowsmith,IL,Illinois,276.0,539.0
Arroyo,PR,Puerto Rico,6076.0,2326.0
Arroyo Colorado Estates,TX,Texas,660.0,236.0
Arroyo Gardens,TX,Texas,115.0,11.0
Arroyo Grande,CA,California,54177.0,1168.0
Arroyo Hondo,NM,New Mexico,176.0,41.0
Arroyo Seco,NM,New Mexico,1794.0,101.0
Artas,SD,South Dakota,8.0,29.0
Artemus,KY,Kentucky,615.0,175.0
Artesia,CA,California,10327.333333333334,1537.0
Artesian,SD,South Dakota,137.0,95.0
Arthur,IL,Illinois,711.0,341.5
Artois,CA,California,311.0,41.0
Artondale,WA,Washington,13364.0,385.0
Arvada,CO,Colorado,60647.0,605.5
Arvin,CA,California,22155.0,1750.0
Asbury,IA,Iowa,2062.3333333333335,351.3333333333333
Asbury Lake,FL,Florida,10160.0,230.0
Asbury Park,NJ,New Jersey,15408.0,4163.0
Ascutney,VT,Vermont,421.0,96.0
Ash Flat,AR,Arkansas,1098.0,67.0
Ash Fork,AZ,Arizona,698.0,116.0
Ash Grove,MO,Missouri,1444.0,457.0
Asharoken,NY,New York,646.0,167.0
Ashaway,RI,Rhode Island,1195.0,194.0
Ashburn,VA,Virginia,26926.5,710.5
Ashby,MN,Minnesota,441.0,308.0
Ashdown,AR,Arkansas,4400.0,238.0
Asheboro,NC,North Carolina,39192.0,531.0
Asher,OK,Oklahoma,412.0,200.0
Asherton,TX,Texas,1039.0,491.0
Asheville,NC,North Carolina,312507.0,786.0
Ashford,AL,Alabama,1356.0,118.0
Ashippun,WI,Wisconsin,1069.0,401.0
Ashkum,IL,Illinois,693.0,326.0
