State_Name,State_ab,City,ALand,AWater,Median,Stdev
Alabama,AL,Irondale,44851494,427267,95150,134957.625852717
Alabama,AL,Jackson,40505589,497291,95286,120720.34543772301
Alabama,AL,Jacksonville,28365902,24984,92716,117434.324422475
Alabama,AL,Jemison,29384581,188725,76959,26986.6779344834
Alabama,AL,Arab,5036131,70361,300000,31612.8791986983
Alabama,AL,Alexander City,2504087,1487,81579,129320.636340445
Alabama,AL,Killen,5243522,13074,89454,97647.10383377789
Alabama,AL,Dothan,31328733,0,69147,98583.6423692042
Alabama,AL,Phenix City,8115436,10357,47919,49162.5336599108
Alabama,AL,Fyffe,1636126,0,83202,66762.2027760863
Alabama,AL,Lanett,16167426,0,75111,119945.88183269999
Alabama,AL,Leeds,58229172,566937,92652,115312.57011726
Alabama,AL,Leeds,58229172,566937,300000,31212.739184335
Alabama,AL,Leighton,2550152,0,46870,57874.3150118708
Alabama,AL,Lester,4738825,5534,300000,142209.077824148
Alabama,AL,Lexington,8380002,12555,75909,41556.1682370453
Alabama,AL,Pensacola,4944913,4196328,78020,83889.4891211493
Alabama,AL,Linden,9268324,88546,104380,138047.869063124
Alabama,AL,Lipscomb,3041689,0,58062,122048.02522908199
Alabama,AL,Tuscumbia,12877594,116619,70617,62128.8712428607
Alabama,AL,Loachapoka,2941323,19893,66760,72968.4811923498
Alabama,AL,Locust Fork,9996657,27165,85990,81925.8216377132
Alabama,AL,Louisville,7118466,0,76699,60143.9019047489
Alabama,AL,Stapleton,82494473,956592,99439,140793.05808850902
Alabama,AL,Lynn,27586589,35555,60705,52778.7386456396
Alabama,AL,Columbus,10226512,0,64408,45171.001478398495
Alabama,AL,Mckenzie,9644432,43121,62721,53898.1325273237
Alabama,AL,Aliceville,283764,0,10958,9252.83949491744
Alabama,AL,Madison,76680381,340948,163954,171046.826459437
Alabama,AL,Foley,2327883,162829,97945,127120.88696632901
Alabama,AL,Dothan,36313079,12962,79624,116093.12012734199
Alabama,AL,Marbury,59967130,199873,122531,85248.040912152
Alabama,AL,Marion,27365217,242538,71636,46963.460003503096
Alabama,AL,Hoover,11116552,33714,178826,180137.797520464
Alabama,AL,Aliceville,1002838,11307,257436,228362.86453097302
Alabama,AL,Meridianville,40250697,136955,109280,132556.069962613
Alabama,AL,Midland City,15682077,0,69286,68564.66742191059
Alabama,AL,Sylacauga,5185134,88368,55988,53928.5879741136
Alabama,AL,Millbrook,33202104,740669,95601,119063.80473928401
Alabama,AL,Millport,14226301,35345,71207,60555.2678368797
Alabama,AL,Birmingham,1814797,0,103502,128386.173674723
Alabama,AL,Monroeville,34635691,18229,64302,87546.35159246769
Alabama,AL,Montgomery,413985435,4411954,98958,134510.141358985
Alabama,AL,Meridianville,35235974,428312,108417,135144.13800244802
Alabama,AL,Birmingham,7843162,28998,108566,133169.407656683
Alabama,AL,Hayneville,12275052,95648,25965,23785.324936229703
Alabama,AL,Moundville,11875640,152689,97954,135811.060857952
Alabama,AL,Mountain Brook,33228843,62886,241104,214445.986657355
Alabama,AL,Mount Olive,23878636,12514,102053,123365.18138108199
Alabama,AL,Mount Vernon,2027795,0,68461,52257.4874944833
Alabama,AL,Munford,5733183,3279,82818,82617.5164959445
Alabama,AL,Linden,6721488,0,66428,59293.9189731129
Alabama,AL,Jacksonville,15041335,21045,300000,195266.92872495102
Alabama,AL,Lynn,1123321,0,90601,76129.34747260991
Alabama,AL,Lynn,2563597,5096,300000,8111.923927680409
Alabama,AL,Butler,1482480,0,105812,104297.786537856
Alabama,AL,New Brockton,20683051,35486,69988,93868.69422516279
Alabama,AL,New Market,45403018,78284,300000,118168.025293231
Alabama,AL,Newton,36907377,73592,78211,86016.1000084223
Alabama,AL,Newville,10406795,0,57562,63740.8602707167
Alabama,AL,Bessemer,526683,0,71542,55875.6289307365
Alabama,AL,Notasulga,35753947,388325,300000,3301.5672154443
Alabama,AL,Sylacauga,4606524,5004,77205,45620.7824773242
Alabama,AL,Oakman,7981750,22558,91734,95883.3638414349
Alabama,AL,Ohatchee,15270086,105149,84595,94597.98389204471
Alabama,AL,Opp,2050856,24551,44915,149204.244861341
Alabama,AL,Opp,61289127,2396950,78004,108236.030251509
Alabama,AL,Orrville,2684768,0,20803,47697.7830318353
Alabama,AL,Owens Cross Roads,21437783,309445,93666,122557.50527448
Alabama,AL,Oxford,79928891,851544,106167,115268.619717885
Alabama,AL,Gurley,1122648,24971,33880,44229.4751653742
Alabama,AL,Parrish,5421087,0,61133,22252.7986188025
Alabama,AL,Pell City,64434310,7139017,104621,148285.126030343
Alabama,AL,Five Points,23661886,93782,300000,62166.3130019379
Alabama,AL,Orange Beach,3221585,1105,110152,143001.794485667
Alabama,AL,Highland Home,1900154,42953,300000,39624.1141494315
Alabama,AL,Ozark,72497364,325619,73823,95108.3498796251
Alabama,AL,Carrollton,20011645,6039614,75153,79943.72336459809
Alabama,AL,Pinckard,13813652,21718,71736,79605.3802321118
Alabama,AL,Pine Hill,9885074,0,57294,111692.259690701
Alabama,AL,Rainsville,3361084,916,36697,35796.8678281299
Alabama,AL,Pisgah,12433063,0,75212,119632.422883516
Alabama,AL,Scottsboro,9443257,7419,92149,73277.7009074375
Alabama,AL,Brewton,2880392,6856,60650,69184.97429938719
Alabama,AL,Prattville,86435482,2322045,101801,131294.321471088
Alabama,AL,Priceville,13523098,74664,145627,155052.235765944
Alabama,AL,Linden,4520210,0,107004,100749.562557017
Alabama,AL,Ragland,43481619,128940,69070,59040.674874388606
Alabama,AL,Rainsville,53415701,36474,69695,87687.1872980919
Alabama,AL,Alexander City,21247615,115793,300000,56555.3816687312
Alabama,AL,Wetumpka,62526860,383677,103013,78620.053315077
Alabama,AL,Huntsville,19888972,42847,142505,163960.597682749
Alabama,AL,Notasulga,19547557,72437,300000,76708.8818358109
Alabama,AL,Dothan,19367234,80045,87152,97449.7807892932
Alabama,AL,Attalla,2125492,0,25713,37955.354259899505
Alabama,AL,Pell City,22442567,4513424,95663,72992.0050024186
Alabama,AL,Roanoke,48526075,988793,71877,71535.62753086441
Alabama,AL,Bessemer,7811250,0,78904,63904.2652061606
Alabama,AL,Roanoke,16381849,11243,54555,56838.000149754596
Alabama,AL,Rogersville,7855363,6344,66052,70435.21904454309
Alabama,AL,Russellville,34720031,275054,93780,153886.571924019
Alabama,AL,Florence,9515442,51477,114816,165465.693920493
Alabama,AL,Anniston,31473195,104617,78439,84520.5664128753
Alabama,AL,Sand Rock,11291050,0,84902,84485.8032773321
Alabama,AL,Andalusia,10818392,109749,84741,133987.717000642
Alabama,AL,Sardis City,20367863,40296,86733,106251.644924609
Alabama,AL,Satsuma,19323446,122488,96738,114626.906330427
Alabama,AL,Section,11842418,0,62069,87105.1883486895
Alabama,AL,Selma,8491023,100747,32918,42017.8389424863
Alabama,AL,Sheffield,16496799,233189,72073,85380.6363790616
Alabama,AL,Rainsville,4435553,0,77920,112330.632013419
Alabama,AL,Shorter,11758197,71299,62309,28783.5269073068
Alabama,AL,Silverhill,3252167,7386,89642,111394.485657539
Alabama,AL,Sipsey,1244552,3638,66939,54715.0817853672
Alabama,AL,Slocomb,24575015,28186,70037,60366.63671818809
Alabama,AL,Hayden,15007353,32672,101319,121131.2071157
Alabama,AL,Hartselle,7110223,9893,71999,100304.50297305801
Alabama,AL,Southside,49171091,429685,94349,105246.58899603199
Alabama,AL,Spanish Fort,78350113,12193260,126230,152928.388023784
Alabama,AL,Springville,23038484,101163,99149,78500.708289545
Alabama,AL,Roanoke,8256662,102583,300000,37932.6759144016
Alabama,AL,Steele,17387184,71437,61544,63406.983460107
Alabama,AL,Stevenson,19929679,1053473,78120,103290.847586278
Alabama,AL,Bay Minette,24197952,743569,250000,51607.9035613903
Alabama,AL,Sumiton,13529257,19710,300000,55477.881007903496
Alabama,AL,Summerdale,25961818,96469,73487,64833.5495894735
Alabama,AL,Sweet Water,5242641,0,97481,127430.573190426
Alabama,AL,Sylvania,22409463,459682,78947,90888.019173336
Alabama,AL,Talladega,66056296,209972,71100,98176.10343624039
Alabama,AL,Tallassee,27817447,1526561,61062,64554.919741927806
Alabama,AL,Birmingham,16494552,82470,61343,109062.57582553
Alabama,AL,Dothan,19089060,210754,84134,114958.07819249
Alabama,AL,Thomaston,5213996,0,69755,72879.6218190386
Alabama,AL,Thorsby,15096233,26449,87924,95408.3962471291
Alabama,AL,Gadsden,24953942,311194,83710,119683.13846017301
Alabama,AL,Town Creek,6943603,6664,67618,63515.9572671876
Alabama,AL,Huntsville,3170550,51834,99612,46987.848025591105
Alabama,AL,Troy,73084246,199932,86283,122096.683302532
Alabama,AL,Trussville,86302316,985009,129922,68387.44955210309
Alabama,AL,Tuscumbia,23880895,114785,80264,96527.2402844547
Alabama,AL,Guin,8738146,0,93583,54796.030300196
Alabama,AL,Eutaw,2126776,0,55629,62200.206942927805
Alabama,AL,Union Springs,17165645,160695,60330,100978.55936615699
Alabama,AL,Uriah,4159909,0,25711,23930.5139047938
Alabama,AL,Selma,86776378,810503,118746,155108.563725447
Alabama,AL,Vance,26359231,77205,300000,72401.6044095495
Alabama,AL,Leeds,53006782,1407234,100833,137798.131396935
Alabama,AL,Vestavia Hills,51810649,597766,226891,202478.343660555
Alabama,AL,Vina,12434964,10433,33407,51496.231355375305
Alabama,AL,Vincent,53311740,978770,86950,99381.9560834584
Alabama,AL,Fruitdale,24483318,52184,300000,135191.768195936
Alabama,AL,Wadley,3768948,175772,68745,131835.504808904
Alabama,AL,Walnut Grove,13020013,30960,78169,91502.4066273808
Alabama,AL,Waterloo,1936032,140050,51380,52311.9120526856
Alabama,AL,Camp Hill,7054656,48649,252638,220161.093928771
Alabama,AL,Webb,28926549,0,84308,127635.82559707301
Alabama,AL,Rockford,21398998,157948,45641,33867.7199258597
Alabama,AL,Anniston,10738928,6754,58811,63406.4737649799
Alabama,AL,Chelsea,46982133,332772,97330,70137.9659451062
Alabama,AL,Wetumpka,27340382,995290,83481,111682.175903383
Alabama,AL,Hayneville,39631732,610271,29734,55544.4816049224
Alabama,AL,Boaz,45256171,55928,85126,95534.8391780484
Alabama,AL,Montevallo,2479085,14569,69765,98204.2800566269
Alabama,AL,Winfield,45435603,128470,94692,151305.83925899302
Alabama,AL,Woodstock,18326016,394814,92345,102650.516152893
Alabama,AL,Woodville,17151408,102463,73105,90572.33579691939
Alabama,AL,York,17780657,46822,28168,48949.5449590037
Alaska,AK,Akhiok,20126284,6322185,91988,73530.6331829075
Alaska,AK,Akiak,5428315,2623471,60912,64226.507214355
Alaska,AK,Alakanuk,76485032,26008972,57524,66108.5294568656
Alaska,AK,Northway,391858458,2238744,300000,98329.471123774
Alaska,AK,Port Lions,161103987,0,300000,4525.143467839311
Alaska,AK,Ambler,23260405,4003440,78032,71523.5979361378
Alaska,AK,Eagle River,4420091935,663038187,145290,160693.421449707
Alaska,AK,Anderson,113285111,9169124,300000,103959.418817683
Alaska,AK,Aniak,16630342,6166529,91703,110680.42876552099
Alaska,AK,Arctic Village,164453466,16778600,62209,53051.7594002555
Alaska,AK,Atmautluak,1406574,7647125,89487,30518.681907839302
Alaska,AK,Barrow,48786920,6890236,174757,179948.50898156
Alaska,AK,Beaver,52536187,1865867,31916,36786.8895313523
Alaska,AK,Bethel,111843906,14303368,113446,138097.810030592
Alaska,AK,Delta Junction,118809309,19315911,250000,8263.09023413332
Alaska,AK,Fort Yukon,22654463,656079,5278,9547.98844190869
Alaska,AK,Buckland,3640031,417369,84893,79889.389487332
Alaska,AK,Palmer,87526053,2789638,122031,148299.995628712
Alaska,AK,Central,642113632,3792717,85651,68291.28840762269
Alaska,AK,Talkeetna,437290633,1617510,300000,70908.95628322651
Alaska,AK,Fairbanks,94450092,1023692,157786,161830.085136412
Alaska,AK,Chevak,2562639,54920,73825,39260.504998455
Alaska,AK,Chignik Lagoon,35672336,0,279241,151212.80304648698
Alaska,AK,Chiniak,100298050,180318,300000,74858.4042866932
Alaska,AK,Slana,954239781,935194,71399,54604.614563765994
Alaska,AK,Chuathbaluk,8976837,4460271,69496,71398.3497804502
Alaska,AK,Kasilof,34546293,21936,98117,60224.02013830889
Alaska,AK,Coffman Cove,30909225,9766357,83498,22761.533866114598
Alaska,AK,Cold Bay,137818315,47807541,300000,100547.797788927
Alaska,AK,Fairbanks,48640249,1080794,131811,154074.856711114
Alaska,AK,Copper Center,32391024,0,95426,39159.1342757718
Alaska,AK,Haines,70064747,452144,300000,23049.294178814398
Alaska,AK,Crooked Creek,258516984,19617639,69936,20988.5995802248
Alaska,AK,Deering,13072226,189695,300000,94615.50184611199
Alaska,AK,Delta Junction,1468220623,5276620,105718,131474.935222037
Alaska,AK,Dillingham,86946428,7195792,121049,149094.525420299
Alaska,AK,Dot Lake,363074347,174493,300000,52746.653014498
Alaska,AK,Eagle,44023085,0,49776,52831.732950658
Alaska,AK,Tuntutuliak,2360326,317433,61634,62872.2136709971
Alaska,AK,Eielson Afb,76750273,3708848,106699,85139.233250013
Alaska,AK,Pelican,26430976,466626,300000,94504.2231698008
Alaska,AK,Emmonak,19874051,3841424,94771,127209.23979718599
Alaska,AK,False Pass,69890025,106542449,300000,74969.5485500754
Alaska,AK,Palmer,18007093,56295,109196,131178.977563743
Alaska,AK,Wasilla,186478315,2262536,125265,149316.937978601
Alaska,AK,Delta Junction,414055961,455424,300000,161267.91561098
Alaska,AK,Nenana,2973999,22058,300000,236649.84895553
Alaska,AK,Homer,324760949,7471113,117482,138496.206292132
Alaska,AK,Sterling,69244655,5778187,92584,42334.7870983604
Alaska,AK,Galena,45900503,16497077,110521,130390.209741455
Alaska,AK,Hoonah,15261170,158600,300000,17997.4876913611
Alaska,AK,Sutton,601172964,5726527,250000,41272.9528504758
Alaska,AK,Fairbanks,222739445,95236,300000,169724.293494213
Alaska,AK,Goodnews Bay,9645305,0,74276,116009.17149377699
Alaska,AK,Glennallen,89990843,0,250000,74921.027374519
Alaska,AK,Haines,34274250,19252958,153292,176465.98385762397
Alaska,AK,Nikolaevsk,228439345,7802,85640,71644.1460140414
Alaska,AK,Healy,1779228859,525614,127768,149075.841841151
Alaska,AK,Anvik,78194354,18269155,65091,57071.01837773481
Alaska,AK,Hoonah,15555019,3319359,96836,129038.866555254
Alaska,AK,Hope,133956537,180627,300000,240988.005574638
Alaska,AK,Hughes,7799108,0,75109,71633.9417137667
Alaska,AK,Hydaburg,1506300,5839,92899,135122.067015304
Alaska,AK,Igiugig,53296331,4000518,250000,51767.2554486738
Alaska,AK,Homer,4398586,0,116306,131376.429620123
Alaska,AK,Kaktovik,1869960,583166,94285,89338.351495383
Alaska,AK,Kaltag,55917053,15595702,81170,84661.2950206589
Alaska,AK,Ketchikan,15542298,1265456,300000,64201.40526791481
Alaska,AK,Kasilof,27001239,520939,72834,60855.814729108795
Alaska,AK,Copper Center,503817172,197247,84044,63884.0662243617
Alaska,AK,Kiana,482353,0,95758,119517.17283942699
Alaska,AK,King Salmon,435476588,4039662,114302,147965.122066701
Alaska,AK,Kivalina,3874039,6384782,96751,133860.076202099
Alaska,AK,Haines,3598502,1300463,114745,10742.461977397901
Alaska,AK,Palmer,211518330,25918790,119044,146060.272336992
Alaska,AK,Kodiak,9003031,4042002,112096,137740.21696080698
Alaska,AK,Kokhanok,53939242,304137,62769,41438.1577590706
Alaska,AK,Kongiganak,4868016,279431,62182,15728.335688321498
Alaska,AK,Kotzebue,69456909,4361732,137770,156886.47212594698
Alaska,AK,Koyukuk,14511943,290257,32766,45990.943899978396
Alaska,AK,Kwethluk,26047286,4035211,79552,89156.8099925734
Alaska,AK,Glennallen,126643491,66348441,300000,92368.3544579485
Alaska,AK,Wasilla,32543275,3671759,146216,160554.316391548
Alaska,AK,Sutton,151859804,421146,138128,165623.390740408
Alaska,AK,Stony River,198111581,5673660,9708,8491.2571949626
Alaska,AK,Lower Kalskag,3167754,1280459,56031,11840.1096802788
Alaska,AK,Copper Center,387139723,0,300000,82663.3401539114
Alaska,AK,Manley Hot Springs,141435198,0,250000,58785.731861077
Alaska,AK,Marshall,11866366,10495,84526,124811.964755363
Alaska,AK,Mekoryuk,16491474,14094,87639,71981.9412775354
Alaska,AK,Mentasta Lake,777122570,4503172,31756,32009.5774677321
Alaska,AK,Metlakatla,5971505,49611,99031,140099.538602849
Alaska,AK,Eielson Afb,3885071,386576,143129,114549.954264774
Alaska,AK,Haines,197588742,543101,36358,40885.4796350045
Alaska,AK,Haines,31359224,62881,250000,118896.991650845
Alaska,AK,Naknek,211213880,1710232,120943,129067.388204919
Alaska,AK,Napakiak,11419091,1595548,31932,36833.4636985184
Alaska,AK,Naukati,12407817,776749,10170,18655.3075390426
Alaska,AK,Nelson Lagoon,487216084,152450774,300000,69372.112380673
Alaska,AK,Allakaket,6350272,978129,50916,41361.7377582488
Alaska,AK,New Stuyahok,84111105,5778496,65195,9211.98039061976
Alaska,AK,Nightmute,251129260,10430218,300000,63279.4340462834
Alaska,AK,Nikolaevsk,90248100,0,32222,47673.7742072525
Alaska,AK,Nikolski,342013584,1896277,81846,65292.832177859906
Alaska,AK,Noatak,41968766,1778545,74447,70204.1918186887
Alaska,AK,Nondalton,21268094,1509270,57437,48232.4155646058
Alaska,AK,North Pole,10796674,35612,105419,127561.66627988599
Alaska,AK,Northway,20812786,251880,127809,66315.6016007313
Alaska,AK,Nuiqsut,24400858,0,300000,128796.856201491
Alaska,AK,Sheldon Point,31421019,16447187,300000,96299.715278437
Alaska,AK,Old Harbor,53174967,15516002,137232,160640.280545692
Alaska,AK,Ouzinkie,14388748,4649786,300000,167778.885298182
Alaska,AK,Slana,790222954,36810537,300000,66632.2428124438
Alaska,AK,Pelican,1563421,303456,300000,67646.675388903
Alaska,AK,Petersburg,114295601,3884325,116577,142968.037675805
Alaska,AK,Pilot Point,67696823,296166201,112007,61547.152057893894
Alaska,AK,Saint Mary's,3994054,0,148088,158110.45110941198
Alaska,AK,Fairbanks,80550620,0,76539,62237.2304952867
Alaska,AK,Point Hope,12479126,176635,98966,120920.413633135
Alaska,AK,Anchorage,395024280,6304383,120388,54316.378703608396
Alaska,AK,Port Alexander,8988128,29890911,250000,55846.5756104117
Alaska,AK,Port Heiden,131132686,1002867,300000,175227.961333066
Alaska,AK,Port Protection,9645413,475410,9153,13750.269315932199
Alaska,AK,Minto,439842675,197561,300000,71020.3288528544
Alaska,AK,Ruby,19760822,0,47357,60468.4051323108
Alaska,AK,St. George,90002615,382165049,250000,81855.9367542511
Alaska,AK,St. Michael,51848264,17190322,80996,131153.088167435
Alaska,AK,Kenai,20954539,439434,127512,148706.34939049
Alaska,AK,Sand Point,19830957,55786027,108806,145244.617170272
Alaska,AK,Ketchikan,2528951,0,101659,137552.960379775
Alaska,AK,Selawik,7582133,3060641,90126,96019.44201151199
Alaska,AK,Seldovia,46974448,2872280,170051,172718.12123163
