city,State_ab,State_name,Low_Confidence_Limit,Data_Value,High_Confidence_Limit,PopulationCount
Scottsdale,AZ,Arizona,8.70952381,9.776190476,10.97301587,10350.95238
Scranton,PA,Pennsylvania,14.75517241,16.29310345,17.8137931,7871.275862
Seattle,WA,Washington,10.37794118,11.46470588,12.69485294,13426.32353
Shreveport,LA,Louisiana,16.04590164,17.63442623,19.25409836,9801.852459
Simi Valley,CA,California,11.04285714,12.04642857,13.09285714,13310.71429
Sioux City,IA,Iowa,12.71666667,13.82083333,14.9625,10335.25
Sioux Falls,SD,South Dakota,9.653846154,10.80769231,12.02307692,11836.23077
Somerville,MA,Massachusetts,10.37,11.66,13.24,11363.1
South Bend,IN,Indiana,15.48478261,16.81521739,18.19782609,6597.891304
South Gate,CA,California,13.59545455,15.27727273,16.90909091,12872.18182
Southfield,MI,Michigan,11.26,12.384,13.572,8608.68
Sparks,NV,Nevada,12.876,14.044,15.216,10830.32
Spokane,WA,Washington,13.49152542,14.86949153,16.32033898,10622.55932
Spokane Valley,WA,Washington,12.92592593,14.21111111,15.53703704,9972.777778
Springdale,AR,Arkansas,14.36111111,15.62777778,16.92222222,11632.83333
Springfield,IL,Illinois,14.56911765,16.00808824,17.48823529,9458.286765
St. George,UT,Utah,11.32666667,12.46666667,13.72,14578.53333
St. Joseph,MO,Missouri,14.66923077,16.02307692,17.37307692,8859.230769
St. Louis,MO,Missouri,14.22962963,15.725,17.31944444,8869.277778
St. Paul,MN,Minnesota,11.60843373,12.74698795,13.9746988,10303.66265
St. Petersburg,FL,Florida,12.89014085,14.14788732,15.45774648,10341.5493
Stamford,CT,Connecticut,9.003703704,9.881481481,10.82962963,13627
Sterling Heights,MI,Michigan,13.02142857,14.46785714,15.93214286,13895.85714
Stockton,CA,California,14.24507042,15.3084507,16.37183099,12325.09859
Suffolk,VA,Virginia,12.06333333,13.18666667,14.33,8458.5
Sugar Land,TX,Texas,8.145,9.05,10.05,11820.45
Sunnyvale,CA,California,7.532258065,8.290322581,9.164516129,13555.3871
Sunrise,FL,Florida,12.30434783,13.30434783,14.33478261,11013.78261
Surprise,AZ,Arizona,10.61666667,11.76333333,12.94,11751.43333
Syracuse,NY,New York,16.3877193,18.01754386,19.7,7640.491228
Tacoma,WA,Washington,13.91509434,15.08490566,16.28867925,11229.50943
Tallahassee,FL,Florida,13.66101695,15.47457627,17.39152542,9221.881356
Tampa,FL,Florida,14.07363636,15.42545455,16.84272727,9154.790909
Temecula,CA,California,11.44166667,12.49583333,13.60416667,12512.125
Tempe,AZ,Arizona,11.82195122,13.33414634,14.87804878,11833.09756
Thornton,CO,Colorado,11.54117647,12.76176471,14.00882353,10479.61765
Thousand Oaks,CA,California,9.48,10.6,11.77333333,12668.06667
Toledo,OH,Ohio,15.93168317,17.34851485,18.76633663,8530.930693
Topeka,KS,Kansas,12.0275,13.0225,14.045,9560.05
Torrance,CA,California,8.428125,9.184375,9.99375,13634.8125
Tracy,CA,California,12.225,13.05,13.9125,15545.9375
Trenton,NJ,New Jersey,16.74814815,18.11481481,19.48148148,9434.777778
Troy,MI,Michigan,8.9,9.945833333,11.1125,10122.5
Tucson,AZ,Arizona,13.13450704,14.39929577,15.7028169,10987.90845
Tulsa,OK,Oklahoma,14.88106061,16.19545455,17.56666667,8906.325758
Turlock,CA,California,13.88235294,15.04705882,16.25882353,12096.88235
Tuscaloosa,AL,Alabama,15.23888889,17.33333333,19.34722222,7538.138889
Tustin,CA,California,10.535,11.6,12.69,11327.25
Tyler,TX,Texas,13.42758621,14.67931034,15.96206897,10024.10345
Union City,CA,California,11.44736842,12.64210526,13.87105263,10734.55263
Upland,CA,California,11.06315789,11.95789474,12.85789474,11641.89474
Vacaville,CA,California,11.60454545,12.59090909,13.6,12603.31818
Vallejo,CA,California,11.84,12.62571429,13.44,9937.885714
Vancouver,WA,Washington,12.82244898,14.15510204,15.53061224,9904.77551
Victorville,CA,California,14.15238095,15.22380952,16.33333333,16557.33333
Virginia Beach,VA,Virginia,10.7980198,11.88910891,13.0019802,13009.72277
Visalia,CA,California,13.4173913,14.57391304,15.73043478,16231.52174
Vista,CA,California,12.23214286,13.39285714,14.61071429,10052.64286
Waco,TX,Texas,14.91891892,16.33513514,17.78648649,10118.37838
Warner Robins,GA,Georgia,13.30952381,14.36190476,15.42380952,9512.571429
Warren,MI,Michigan,15.07954545,16.39090909,17.72727273,9139.363636
Warwick,RI,Rhode Island,13.03478261,14.47826087,15.95217391,10783.17391
Washington,DC,District of C,10.47611111,11.75611111,13.23166667,10028.53333
Waterbury,CT,Connecticut,15.09333333,16.09666667,17.11666667,11036.6
Waterloo,IA,Iowa,12.21071429,13.35357143,14.525,7328.071429
Waukegan,IL,Illinois,13.45555556,14.54814815,15.68148148,9896.592593
Waukesha,WI,Wisconsin,10.35909091,11.55909091,12.81818182,9643.318182
West Covina,CA,California,9.632352941,10.51470588,11.43235294,9361.588235
West Jordan,UT,Utah,11.59166667,12.80833333,14.0875,12964
West Palm Beach,FL,Florida,13.178125,14.428125,15.715625,9365.75
West Valley City,UT,Utah,13.28571429,14.38928571,15.50357143,13872.78571
Westland,MI,Michigan,13.752,15.016,16.304,10091.28
Westminster,CA,California,10.6440678,11.70169492,12.80847458,9956.661017
Whittier,CA,California,10.804,11.748,12.744,10239.72
Wichita,KS,Kansas,12.99444444,14.1787037,15.40277778,10620.26852
Wichita Falls,TX,Texas,14.04242424,15.27575758,16.48787879,9504.818182
Wilmington,DE,Delaware,14.15614035,15.60175439,17.08596491,9331.947368
Winston-Salem,NC,North Carolina,13.32857143,14.58714286,15.92857143,9839.185714
Worcester,MA,Massachusetts,14.6326087,16.00434783,17.38043478,11807.28261
Wyoming,MI,Michigan,14.56875,15.79375,17.04375,13523.1875
Yakima,WA,Washington,14.86190476,16.16190476,17.45714286,13005.7619
Yonkers,NY,New York,11.99056604,13.08867925,14.21698113,11092.98113
Youngstown,OH,Ohio,17.00606061,18.27272727,19.58787879,6088.939394
Yuma,AZ,Arizona,12.57096774,13.76451613,14.97741935,9004.967742
