city,State_name,State_ab,ALand,AWater,Median,Stdev
Cuero,Texas,TX,16997826,45653,128531,160016.7785
Culbertson,Nebraska,NE,2168408,0,74137,23132.44624
Culdesac,Idaho,ID,576824,0,72229,116460.4916
Cullman,Alabama,AL,24525592,1078674.333,157611.3333,100135.4527
Culloden,West Virginia,WV,10749667,42266,91453,113662.4966
Cullowhee,North Carolina,NC,1283802,0,102625,100835.3649
Culver,Indiana,IN,1087932.667,0,65094.66667,78352.12477
Culver City,California,CA,13237047,72214,178421,180587.8597
Cumberland,Kentucky,KY,6159547.9,106919.8,112981.9,92834.57733
Cumberland Center,Maine,ME,10955447,7409,194481,187450.838
Cumby,Texas,TX,2615300,13229,89998,84700.49286
Cunningham,Kansas,KS,1222980,0,92082,161649.3675
Curlew,Washington,WA,456980,0,300000,83323.08384
Curtis,Nebraska,NE,556234,0,181213,71424.09733
Curwensville,Pennsylvania,PA,5770599,271039,71403,89237.39833
Cushing,Texas,TX,7620745,12353,55914,57708.12944
Cusseta,Georgia,GA,644222671,6292704,72256,86043.00172
Custer,Michigan,MI,12394511.75,30345.75,129337.5,73057.62278
Cut Bank,Montana,MT,8280047,0,300000,98329.47112
Cut Off,Louisiana,LA,37916922,324604,108491,125698.6798
Cutchogue,New York,NY,25190750,1099031,300000,180996.7425
Cutler,California,CA,2089959,0,43426,60428.92819
Cynthiana,Kentucky,KY,10485781,117433,63191,67253.42329
Cypress,Illinois,IL,1949470,6491,55468,50309.4514
Cyrus,Minnesota,MN,694865,0,74051,103929.7312
Dacula,Georgia,GA,13531542,67193,65352,22550.87362
Dade City,Florida,FL,22984890.4,856928.2,98266.2,92842.07417
Dadeville,Alabama,AL,21928707,113809.5,75429.5,59605.3311
Dahlgren,Illinois,IL,5885431,257276.5,300000,87915.0375
Dailey,West Virginia,WV,2478312.5,0,156573.5,36625.82834
Daingerfield,Texas,TX,5126132,53326,54356,54071.59407
Daisetta,Texas,TX,4498681.5,29262.5,199152,95424.44316
Dakota,Illinois,IL,743422,0,77652,80399.90645
Daleville,Alabama,AL,6755731,38587.5,80509.75,96078.61477
Dalhart,Texas,TX,12386057,26438,105647,126306.159
Dallardsville,Texas,TX,6052338,482742,218282,188031.4114
Dallas,Texas,TX,882933616,113644009,67374,166492.1881
Dallas Center,Iowa,IA,13653395,0,106459,148526.3419
Dallas City,Illinois,IL,4163177.333,1354544.667,141913.3333,59053.64954
Dallastown,Pennsylvania,PA,2014906,0,87682,88845.74906
Dalmatia,Pennsylvania,PA,8509984,16649,61865,56353.20425
Dalton,Georgia,GA,20739856.33,14851.33333,84472.33333,111957.253
Daly City,California,CA,19788422,0,135670,156108.8965
Dalzell,Illinois,IL,2551931,26104,86604,79680.56157
Damar,Kansas,KS,667923,0,60367,22492.31319
Damariscotta,Maine,ME,5613562,1620886,208509,190723.7769
Damascus,Maryland,MD,24129141,177236,212774.3333,128820.3556
Damiansville,Illinois,IL,2128030,0,104358,126460.111
Danbury,Texas,TX,2487522,0,103940,129886.2251
Dandridge,Tennessee,TN,15242818,1363585,94085,115344.6651
Danforth,Illinois,IL,1208340,0,86859,99247.33445
Danielson,Connecticut,CT,2832746,169738,83202,102220.1032
Danielsville,Georgia,GA,3743887,88573,83633,100291.823
Dansville,New York,NY,2965522.333,0,151735,77649.75932
Danvers,Massachusetts,MA,34362560,2374683,153104,158931.9041
Danville,California,CA,25419093.8,312076.3,147411.4,145180.6362
Daphne,Alabama,AL,42694236,3179888,116951,144080.8497
Darby,Montana,MT,2788130,51103,132740.3333,63034.7455
Dardanelle,Arkansas,AR,9494158,61,54477,63616.46566
Darien,Illinois,IL,5154647,71256.5,122641.5,133571.2491
Darlington,Maryland,MD,10498577.5,103267.5,113042.3333,97216.67896
Dassel,Minnesota,MN,3339937,104577.5,80616.5,92349.66111
Davenport,Florida,FL,43603438.5,1465834,136714.25,89520.79937
David City,Nebraska,NE,295885,6001,82464,87550.13727
Davidson,North Carolina,NC,14992551,650879,300000,178414.9842
Davidsville,Pennsylvania,PA,6358800.5,0,191098.5,120927.9435
Davis,California,CA,19310151,47458.66667,73738.66667,139454.8309
Davison,Michigan,MI,5117851,0,74838,92390.38435
Dawson,Georgia,GA,6012364.333,14833.66667,63128.66667,72329.23087
Daykin,Nebraska,NE,1047533,0,57889,50881.96167
Dayton,Iowa,IA,18761638.62,390008.2857,92852.80952,101813.7756
Daytona Beach,Florida,FL,2351771,85962,109334,140627.2384
De Forest,Wisconsin,WI,19402767,151898,107240,141961.3893
De Graff,Ohio,OH,2934221,0,65023,53199.88702
De Kalb Junction,New York,NY,5647237.5,80516,104254,107595.8949
De Land,Illinois,IL,1063525,0,87410,131628.44
De Leon,Texas,TX,5805995,0,66095,90672.91975
De Leon Springs,Florida,FL,6885192,0,79735,139773.351
De Pere,Wisconsin,WI,30465228,1862596,103045,139137.4566
De Smet,Idaho,ID,485591,0,23545,45334.92978
De Soto,Kansas,KS,15935029.5,203226.5,100535.5,102475.9551
De Witt,Iowa,IA,8108424.5,0,96876,100662.5187
Deadwood,South Dakota,SD,9928100,0,77263,71943.02272
Deal,New Jersey,NJ,3067162,351416,235002,205965.3928
Deal Island,Maryland,MD,3147347,2020265,219352.3333,44247.75052
Dearborn Heights,Michigan,MI,30402482,22745,86254,113423.5429
Dearing,Georgia,GA,2110886,23606,54973,48785.33025
Deatsville,Alabama,AL,12075453,81173,105968,112570.0568
Decatur,Alabama,AL,25745959.8,1796569,115255.7,103269.7119
Decaturville,Tennessee,TN,4306628,0,67512,85665.86161
Deckerville,Michigan,MI,3227602,0,65509,81111.97084
Declo,Idaho,ID,716839,0,300000,53657.51009
Decorah,Iowa,IA,1786228,0,117907,56160.02772
Deep River,Connecticut,CT,6648905,384569,120916,154079.8148
Deepwater,Missouri,MO,2196993,26724,41838,22623.80116
Deer Creek,Illinois,IL,909530,12230,79414.5,73129.37727
Deer Park,New York,NY,16056761,44524.75,98277.25,110654.8977
Deer River,Minnesota,MN,4861058,83596,61122,46391.24795
Deer Trail,Colorado,CO,2774506,11121,68212,59249.43303
Deerfield,Illinois,IL,7870473.25,57721.25,175269,113351.7318
Deerfield Beach,Florida,FL,39084365,2996502,83327,114065.6145
Deering,Alaska,AK,13072226,189695,300000,94615.50185
Defiance,Ohio,OH,16295118,644582,76478,81678.21522
Del City,Oklahoma,OK,72990,0,300000,65160.9759
Del Mar,California,CA,4420546,181216,224864,202586.2132
Del Norte,Colorado,CO,3104493,0,56844,62055.24435
Del Rey,California,CA,3152291,0,33986,46459.35997
Del Rio,Texas,TX,20752521.67,105745,165522.3333,118912.7627
Deland,Florida,FL,20693703.67,471994.3333,71983,78638.86096
Delano,California,CA,23760596,67662.5,89696,101228.7218
Delanson,New York,NY,10455014.5,616339,250000,69952.59987
Delavan,Illinois,IL,9650974.5,596514.5,79674,71397.14444
Delaware,Ohio,OH,17421726.33,105203.6667,217125,69065.95841
Delbarton,West Virginia,WV,5146493,0,66709,41194.31806
Delcambre,Louisiana,LA,3029028,0,78024,84147.29319
Delco,North Carolina,NC,3905669,0,76426,59826.94418
Delevan,New York,NY,4366280.5,344555,70564.5,91335.95235
Delhi,California,CA,4241854.333,46871,82302.66667,105543.4003
Delight,Arkansas,AR,1164289,4355,47916,48928.04416
Dellroy,Ohio,OH,465665,83513,300000,59038.94802
Delmar,Maryland,MD,4754258,35036,82948,90398.77895
Delphi,Indiana,IN,3653888.5,0,184026,61463.56331
Delphos,Ohio,OH,4782805.5,57471.5,187318,75971.25626
Delray Beach,Florida,FL,1622290.5,1097796.5,254285,225114.7082
Delta,Colorado,CO,7937661.4,73183.9,101227,93508.49948
Delta Junction,Alaska,AK,504846195,6261988.75,238929.5,136568.1933
Delton,Michigan,MI,5589753,177036,97759,87016.67623
Deltona,Florida,FL,96463097,9151359,75854,92814.28155
Deming,New Mexico,NM,15438400.2,0,200941.2,49966.75795
Demorest,Georgia,GA,5809523,75419,74096,85189.2091
Dendron,Virginia,VA,2141656,0,106695,162900.1879
Denison,Iowa,IA,30368823,589565.5,69323,83120.54595
Denmark,South Carolina,SC,2313758,2099.666667,85729.66667,87010.93313
Dennehotso,Arizona,AZ,25776717,27103,59762,30947.97898
Denton,Kansas,KS,1328434.833,6261.666667,129660.8333,82883.87277
Denver,Colorado,CO,6172617,102382.1333,141302.4,112213.6639
Deport,Texas,TX,2880569,0,64417,54087.49944
Deposit,New York,NY,3270820,137766,73058,77998.31019
Depue,Illinois,IL,3567113,336014,78446.5,77399.87907
Dequeen,Arkansas,AR,15421860,273382,68262,69064.60347
Dequincy,Louisiana,LA,8247413,0,67652,112092.174
Derby,Vermont,VT,3607630,22140,72535,132502.9196
Deridder,Louisiana,LA,23899568,229411,93177,68908.21839
Dermott,Arkansas,AR,433856,0,300000,73971.28939
Derry,Pennsylvania,PA,1999247,62226,70333,75399.37962
Des Allemands,Louisiana,LA,25768006,5921493,93356,132236.6901
Des Arc,Arkansas,AR,3024903.5,9184,64095.5,61789.64801
Des Lacs,North Dakota,ND,2484746,0,70256,55922.94598
Des Moines,Iowa,IA,52559394,1094491,102515.6,84657.28728
Des Plaines,Illinois,IL,37150630,379921,113014,142047.7395
Desert Center,California,CA,78799210,0,57791,53956.92215
Desert Hot Springs,California,CA,49347578,502620,66764,73543.87209
Deshler,Nebraska,NE,2330543.75,22621,78013,101015.2531
Desoto,Missouri,MO,22881944.33,28801.33333,84528,108635.8477
Destin,Florida,FL,19923365,2004268,122947,149636.2579
Destrehan,Louisiana,LA,3034577,626800,81709,53852.13194
Detroit,Michigan,MI,359360867,10667144,60978,93050.37011
Detroit Lakes,Minnesota,MN,18398918.5,6773422.5,158205.5,158277.9257
Devens,Massachusetts,MA,17505682,233887,300000,206054.5981
Devers,Texas,TX,4816574,0,90323,111108.6982
Deville,Louisiana,LA,34043362,227448,93778,76985.867
Devils Lake,North Dakota,ND,16865345,14837,84022,94987.80755
Devon,Pennsylvania,PA,1581259,371,238363,218811.8051
Dewar,Oklahoma,OK,677470,0,52106,57748.30642
Dewey,Oklahoma,OK,7342540,0,69613,66137.89277
Dewey-humboldt,Arizona,AZ,48145189,0,81653,25693.96
Deweyville,Texas,TX,29036505,243893,66959,57228.34204
Dewitt,Arkansas,AR,5415336.667,107912.3333,106582.3333,131893.3119
Dexter,Georgia,GA,3476494.333,312913.8333,70513.33333,65333.82354
Diagonal,Iowa,IA,1703932.5,4991,300000,80207.4601
Diamond,Missouri,MO,1933435,2057,57749,91840.24826
Diamond Bar,California,CA,38539601,13084,169480,173206.5193
Diamondville,Wyoming,WY,8078308.667,6843.333333,107229.3333,102845.6208
Diboll,Texas,TX,9783731.5,111821.5,73695,77813.80885
Dickerson,Maryland,MD,1266421,2267,300000,203560.7851
Dickinson,North Dakota,ND,31125570,615834.5,119932,144993.6326
Dickson,Tennessee,TN,52296340,211757,83012,113727.5581
Dietrich,Idaho,ID,837953,0,63616,50894.80402
Dillard,Oregon,OR,3052458,0,300000,53681.36506
Dilley,Texas,TX,3250065,0,300000,42433.6394
Dillingham,Alaska,AK,86946428,7195792,121049,149094.5254
Dillon,Colorado,CO,107206472,86374,155643,161135.3242
Dillsboro,Indiana,IN,3191705,0,83313,99429.12158
Dillsburg,Pennsylvania,PA,2073793,0,89925,118828.7969
Dillwyn,Virginia,VA,1669085,4157,74073,107596.4102
Dilworth,Minnesota,MN,8304539,7222,97168,116108.3842
Dimmitt,Texas,TX,8159401,274699,76155,91635.01605
Dimondale,Michigan,MI,2318280,113439,114535,104409.1024
Dingmans Ferry,Pennsylvania,PA,8155018.167,335157.8333,162421.8333,118295.3425
Dinuba,California,CA,1629879,0,44023,45561.36426
Discovery Bay,California,CA,16311392,1874048,155586,165225.9955
District Heights,Maryland,MD,2240422,0,102734,98578.9871
Dittmer,Missouri,MO,587823,87738,64472,53477.26962
Divernon,Illinois,IL,2042174,3529,85627,32877.91839
Dix,Nebraska,NE,569273,0,70588,58458.27472
Dixie,West Virginia,WV,1888928,0,300000,27965.29748
Dixmoor,Illinois,IL,3233699,0,55910,122164.818
Dixon,Montana,MT,9324113,476983.5,31026,36027.46402
Dobbs Ferry,New York,NY,6291701,1948333,233050,208393.3354
Dodd City,Texas,TX,4582830,0,75403,64691.21253
Dodge,Nebraska,NE,1023157,0,77774,77129.05775
Dodge City,Kansas,KS,21794048.5,136186.5,194337,92778.55627
Dodson,Louisiana,LA,4942128,0,82898,66537.71335
Dola,Ohio,OH,1718905,152110,66406,64806.74729
Dolan Springs,Arizona,AZ,91817246.67,355335,29611.66667,46555.38208
Doland,South Dakota,SD,678110,0,90011,48738.81209
Dolgeville,New York,NY,4637386,112829,72588,82130.62291
Dolores,Colorado,CO,1885195,0,83762,116909.3518
Dolton,Illinois,IL,11830705,304312,84742,104720.1128
Donahue,Iowa,IA,813246.5,0,99972,139782.4209
Donalds,South Carolina,SC,2154065,14311,55096,32162.3444
Donaldson,Arkansas,AR,4243766.333,9904.666667,77533.33333,55846.71351
Donaldsonville,Louisiana,LA,2622861,677672,105798,80322.42821
Donalsonville,Georgia,GA,6177004.5,26098,82055.5,110088.1512
Donna,Texas,TX,12080002.5,13930,80256.5,84035.3857
Donnellson,Iowa,IA,385970,0,250000,89115.37387
Donnelsville,Ohio,OH,1007673,0,129274,89766.31747
Donovan,Illinois,IL,804508,0,72179,79969.01996
Dora,Alabama,AL,19450626,22559,99885,119922.1008
Dorado,Puerto Rico,PR,3909197,19327,30259,39310.06896
Doral,Florida,FL,35978653,3338846,135858,156113.4359
Doraville,Georgia,GA,12707341,10018,84195,106445.6161
Dorchester,Nebraska,NE,2108342,0,179629.5,85870.92699
Dorris,California,CA,505907,597,167134.5,27918.0344
Dorset,Vermont,VT,3153735,39833,300000,202678.7552
Dos Palos,California,CA,3734650,0,59984,55852.61371
Dot Lake,Alaska,AK,563512121,1154857.5,150000,52746.65301
Dothan,Alabama,AL,59576876,211348.6667,65775.16667,99855.22104
Double Springs,Alabama,AL,10643727,57640,68149,155176.1835
Douds,Iowa,IA,5078663,228377,65320,46250.54445
Douglas,Arizona,AZ,10617380.75,257969,52751,58203.99364
Douglas City,California,CA,64859886,32384,68990,105719.4876
Douglass,Kansas,KS,36931112.5,66811.5,88757,126817.5766
Douglassville,Pennsylvania,PA,3075145,4760,146466,143296.6936
Douglasville,Georgia,GA,58336645,341598,95513,128533.7861
Dousman,Wisconsin,WI,6404671,339750,99003,134989.8461
Dove Creek,Colorado,CO,1391629,0,76751,67340.90556
Dover,Delaware,DE,12075489.56,705744.1111,87231.77778,91921.78353
Dover-foxcroft,Maine,ME,21706061,592635,89617,99414.82968
Downers Grove,Illinois,IL,37578336,390747,186317,184477.4113
Downieville,California,CA,4816929.667,19237,203262.6667,38044.13624
Downingtown,Pennsylvania,PA,5666573,93153,99476,118582.9154
Downsville,Louisiana,LA,4710806.333,108517,72387.66667,48758.96323
Dows,Iowa,IA,1548898.667,22259,89176,80912.66462
Doyle,Tennessee,TN,3392243,0,45624,29837.94075
Doylestown,Ohio,OH,4855631,4671,86711,110288.9894
Doyline,Louisiana,LA,8620756,43678,83705,115665.108
Drain,Oregon,OR,1576966,0,57796,77188.52158
Drake,North Dakota,ND,2877915,61368.5,190871.5,138443.0482
Draper,Utah,UT,77907148,38827,175373,177229.2614
Dresden,Ohio,OH,724911,0,50156,34280.53673
Dresher,Pennsylvania,PA,3773330,0,174126,176762.4458
Drew,Mississippi,MS,2893752,0,41786,80214.61788
Drexel,Missouri,MO,3721435.5,44913,65849.5,61363.88292
Driggs,Idaho,ID,7711107,0,78541,83808.34076
Dripping Springs,Texas,TX,16566388,0,118351,155454.3697
Driscoll,Texas,TX,21982639,0,107276,54074.62862
Drummond,Montana,MT,1662815,0,126527,64355.96566
Drumright,Oklahoma,OK,19449131,36537,300000,55468.9861
Drums,Pennsylvania,PA,1692090,0,70498,30394.90459
Dry  Prong,Louisiana,LA,9979074,6090,300000,65230.37905
Dry Ridge,Kentucky,KY,8824682,70996,83079,75399.14524
Dryden,New York,NY,8373560.5,146678,64938,91304.09209
Du Quoin,Illinois,IL,1878792,96231,91169,107657.7489
Duarte,California,CA,1420672,0,106690,116611.9994
Dubach,Louisiana,LA,4706063,159219,66876,107049.3927
Dubberly,Louisiana,LA,4954597,45400,116429,157889.1481
Dublin,California,CA,23367755.57,182909.4286,157510.4286,144465.6443
Dubois,Idaho,ID,5444870,47168,71217.5,65993.97046
Dubuque,Iowa,IA,2271704.5,0,190459,83310.70665
Duchesne,Utah,UT,7258696,0,92031,111650.7768
Dudley,Georgia,GA,7981643.5,43536.5,68671,70347.81944
Duffield,Virginia,VA,1727049,110555,68379,67551.99068
Duke,Oklahoma,OK,1122817,0,77768,34174.6794
Duke Center,Pennsylvania,PA,2541518,0,244911,209391.6395
Dulac,Louisiana,LA,41478507,5540647,83006,69763.36702
Dulce,New Mexico,NM,33168893,384724,72337,88446.11897
Duluth,Georgia,GA,26241880,410464,118173,144709.1012
Dumas,Arkansas,AR,3558422,0,49441.5,87016.13813
Dumfries,Virginia,VA,9775097,244753,160530,169570.3896
Dumont,New Jersey,NJ,5048926,7229,154484,163467.8639
Dunbar,West Virginia,WV,7258041,9810,86183,109997.8556
Duncan,Oklahoma,OK,19790825.33,378951,80692.33333,78606.1824
Duncan Falls,Ohio,OH,3212171,199768,300000,78753.56205
Duncannon,Pennsylvania,PA,1054399,0,95192,115983.1583
Duncansville,Pennsylvania,PA,254035,0,68599,42258.71313
Duncanville,Texas,TX,29024340,30948,92390,117363.8544
Dundee,Illinois,IL,9105600.667,143924.6667,123777,138719.0097
Dunedin,Florida,FL,14231622,23153153.5,91736.5,114238.9132
Dunkerton,Iowa,IA,2760320,25976,86226,88490.64593
Dunkirk,Indiana,IN,7457256,64991,69835.5,88488.83821
Dunlap,Iowa,IA,3586695,20907,127128,148486.9808
Dunmore,Pennsylvania,PA,23097581,197711,91649,122535.1102
Dunn,North Carolina,NC,30326735.5,56240,80508.5,126825.2624
Dunn Loring,Virginia,VA,6120663,791,230396,211056.3461
Dunseith,North Dakota,ND,5603578.333,68269.33333,106025.6667,101977.2555
Dupo,Illinois,IL,16300472,56898,83564,87449.10428
Dupont,Pennsylvania,PA,3302288.5,0,99203.5,112355.1194
Dupree,South Dakota,SD,1015063,0,71231,80072.63541
Durand,Illinois,IL,3872789,565422,93398,115032.9121
Durant,Iowa,IA,13541036.17,37554.16667,75610.83333,98890.34639
Durham,California,CA,170779456,907527.3333,103028.3333,168719.7246
Duson,Louisiana,LA,8062120,23227,90122,151335.9589
Dutch John,Utah,UT,15279289,1003638,250000,69883.3167
Dutton,Alabama,AL,1528470.5,0,88152,102300.0423
Duvall,Washington,WA,6271514,49983,200075,191436.9998
Duxbury,Massachusetts,MA,5718010,1171549,265170,231832.6899
Dwight,Illinois,IL,3204309.333,8862.666667,104467.3333,121881.6445
Dyer,Indiana,IN,35372856.67,78097.66667,84879.66667,97764.93843
Dyersville,Iowa,IA,9399174.5,8611.5,82494.5,94682.04123
Dysart,Iowa,IA,1965033,0,60160,60447.47672
Eads,Colorado,CO,1216723,0,90705,145436.8597
Eagan,Minnesota,MN,80782831,5908950,160782,168663.6215
Eagar,Arizona,AZ,29847566,422096,80304,112457.9435
Eagle,Alaska,AK,86959444.5,465.25,101157.75,61576.67377
Eagle Butte,South Dakota,SD,3034922,0,22262,33225.8865
Eagle Grove,Iowa,IA,4569423.333,0,81946,75918.05025
Eagle Lake,Florida,FL,3952960,1492245.667,94493.66667,109993.1758
Eagle Nest,New Mexico,NM,9861789.5,1100283.5,41546.5,11620.16864
Eagle Pass,Texas,TX,8618297.286,143226.1429,104686.1429,106618.1311
Eagle Point,Oregon,OR,7668168,0,93858,115326.098
Eagle River,Alaska,AK,2214064664,331738113,101189,126490.6191
Eagleville,Missouri,MO,2531632.333,7430.666667,99093.66667,123849.5928
Earle,Arkansas,AR,6473147,11872.5,18380.5,112264.5522
Earlimart,California,CA,5451593,0,38854,84302.97835
Earlington,Kentucky,KY,7305695,310566,69054,95208.22015
Earlville,Illinois,IL,3111751,0,77011,87355.26006
Early,Iowa,IA,1013501,0,79424,131506.612
Earth,Texas,TX,3111844,0,71147,78949.98011
Easley,South Carolina,SC,22074687,48031.5,178814,64381.42052
East Alton,Illinois,IL,4288389,7232,89324,110994.707
East Bank,West Virginia,WV,1247367,0,85061,76432.73657
East Bend,North Carolina,NC,3341488,14558,64796,64579.56195
East Bernard,Texas,TX,9803967,18112,121279,148336.6564
East Brunswick,New Jersey,NJ,2145341,126737,111536,119803.7113
East Chicago,Indiana,IN,36491890,5350669,63094,75549.74685
East Cleveland,Ohio,OH,7992002,19407,32143,58454.97616
East Earl,Pennsylvania,PA,2763990.5,4734.5,190902,97078.98323
East Falmouth,Massachusetts,MA,7181791,1110132.5,207573,116511.6374
East Grand Forks,Minnesota,MN,15183746,0,100313,119418.9072
East Greenbush,New York,NY,6899895,15562,147208,162851.4867
East Greenville,Pennsylvania,PA,1376238,0,97850,123312.5905
East Hampton,Connecticut,CT,17774797.8,1634883.6,185806.8,183023.6657
East Harwich,Massachusetts,MA,20773321,1950285,98959,129938.5466
East Haven,Connecticut,CT,31846047,3116162,111774,144665.0433
East Helena,Montana,MT,23719304,155987,77266.5,77045.21871
East Islip,New York,NY,7516362,595470.3333,249659,206641.4075
East Jordan,Michigan,MI,7890661,2367753,78158,148063.6527
East Lansing,Michigan,MI,35103363,212646,90650,89600.46057
East Liverpool,Ohio,OH,11944118,264689.5,75658.25,94685.65655
East Lynne,Missouri,MO,208914,0,300000,66705.26257
East Millinocket,Maine,ME,2476883,0,71737,80863.69829
East Millsboro,Pennsylvania,PA,2057151,303522,78297,73329.4715
East Montpelier,Vermont,VT,236272,12982,300000,65135.31981
East Moriches,New York,NY,14241161,387142,162443,168792.4062
East Northport,New York,NY,13378831,0,169916,174921.8734
East Orange,New Jersey,NJ,10172408,0,78552,102404.9678
East Palestine,Ohio,OH,2308953,0,69694,58700.44477
East Palo Alto,California,CA,25876071,19152744,245096,217595.5982
East Peoria,Illinois,IL,1932543,418965,91242,105033.9235
East Point,Georgia,GA,38070896,47139,73791,102776.3085
East Prairie,Missouri,MO,368023,0,300000,6755.673323
East Quogue,New York,NY,22867237,6955020,157759,166708.0577
East Rochester,New York,NY,3431895,9379,75481,93139.58621
East Rockaway,New York,NY,1589059.5,265878,233824.5,203002.1932
East Rutherford,New Jersey,NJ,9612782,852464,145641,147978.6529
East Saint Louis,Illinois,IL,36009310,979843,30465,66105.08934
East Sandwich,Massachusetts,MA,19466871,331174,138163,162351.9958
East Setauket,New York,NY,9189033.667,822367.3333,245172.6667,171095.4665
East Stroudsburg,Pennsylvania,PA,4999376,347299,84157,134364.5123
East Troy,Wisconsin,WI,11579536,113608,86437,88997.93189
East Wenatchee,Washington,WA,9811185,28622,88099,106836.2615
East Williston,New York,NY,1472850,0,258147,226514.4411
East Windsor,Connecticut,CT,15345943,89041,116788,152439.0702
Eastanollee,Georgia,GA,6502603,55559,300000,22977.78737
Eastlake,Ohio,OH,5778814.333,112468,88004.33333,98001.96475
Eastland,Texas,TX,2653152,0,53316,88943.72528
Eastman,Georgia,GA,10540528,84174.5,62533,65965.76428
Easton,Kansas,KS,5375879.182,202935.0909,130474.5455,92493.30828
Eastpoint,Florida,FL,14292922.33,8368104.333,100727.3333,97408.39564
Eastpointe,Michigan,MI,13321468,5331,76750,90308.35363
Eaton Rapids,Michigan,MI,9042110,300108,81937,52661.20592
Eatonville,Florida,FL,2560560,336040,60762,91528.11844
Eau Claire,Wisconsin,WI,84128979,5450162,88143,113250.0741
Eben Junction,Michigan,MI,6347476,0,60343,57181.27629
Echo,Minnesota,MN,1830871,0,78453.5,62223.55972
Ecorse,Michigan,MI,7306026,2243727,69051,87541.5865
Edcouch,Texas,TX,6692513,0,65757,112961.7048
Eddystone,Pennsylvania,PA,2575844,1368889,76382,94278.14922
Eddyville,Iowa,IA,7456625.667,703457.3333,124329.3333,73392.79804
Eden,North Carolina,NC,40379845.33,1076659.833,135504,98830.5777
Eden Valley,Minnesota,MN,2472186,6091.5,72263.5,106171.7244
Edgar,Wisconsin,WI,4693370,0,81568,92748.61583
Edgar Springs,Missouri,MO,1694207,2291,41898,37503.81851
Edgard,Louisiana,LA,29485282,6322071,92860,142246.0451
Edgeley,North Dakota,ND,1950370,0,77118,92716.27879
Edgemont,South Dakota,SD,2476262,0,61261,59766.6099
Edgerton,Minnesota,MN,4748683.429,3645.142857,168922.8571,109779.2247
Edgewater,Florida,FL,32191117,1061711,167085.5,166218.0352
Edgewood,California,CA,10384835.25,59828.625,113067.125,86595.69757
Edina,Missouri,MO,1964194.5,9956,76026,72814.88913
Edinburg,Texas,TX,3174297.25,0,41907.25,47623.78898
Edinburgh,Indiana,IN,8133036,0,55367.5,51611.88201
Edison,Georgia,GA,4164735,0,68229,58104.42375
Edmonds,Washington,WA,23058325,24690111,167170,174034.7715
Edmonton,Kentucky,KY,8719969,101041,67685,90645.90699
Edmore,Michigan,MI,2305097,638,92691.5,127866.0716
Edon,Ohio,OH,1592303,0,64140.5,43822.38582
Edwards,Colorado,CO,23514867.33,145909.6667,65863.66667,188015.727
Edwardsville,Illinois,IL,37426443.5,1193652,110647,117312.6305
Effie,Louisiana,LA,12238233,0,33600,27743.01751
Effingham,Illinois,IL,745895.6667,0,65617.66667,80071.52925
Egan,Louisiana,LA,12557927,30879,250000,62778.68716
Egg Harbor City,New Jersey,NJ,28103305,1492469,84767,86733.33966
Eglin Afb,Florida,FL,7840695,366287,73465,80295.21345
Ehrenberg,Arizona,AZ,53617049,272383,58206,36518.81794
Eielson Afb,Alaska,AK,40317672,2047712,124914,99844.59376
Eighty Four,Pennsylvania,PA,10447419,0,193403,123104.2128
El Cajon,California,CA,22351601.5,0,198685.5,165558.9505
El Campo,Texas,TX,22370275,42827,90261,111664.6527
El Cerrito,California,CA,9471196,0,178770,180975.922
El Dorado Hills,California,CA,125487756,6194600,218012,200367.3652
El Dorado Springs,Missouri,MO,7982599,36476,48672,46722.39319
El Monte,California,CA,24766390,221652,84350,113337.4872
El Paso,Illinois,IL,13072897.75,11775.875,102791.875,104582.7597
El Portal,California,CA,8755054,5884.5,78373,81704.09674
El Segundo,California,CA,14149156,4084,190802,186603.3337
Elba,Nebraska,NE,1540533,0,76545,74837.25947
Elberfeld,Indiana,IN,792330,0,107392,91365.85453
Elberta,Alabama,AL,17806123,261887,74699,93618.11174
Elberton,Georgia,GA,11734558,88111,60945,64585.80502
Elburn,Illinois,IL,8089806,0,132759,119131.9986
Elcho,Wisconsin,WI,2754063,353092,89579,119120.9536
Elderton,Pennsylvania,PA,837673,0,94773,147940.452
Eldon,Iowa,IA,1128124,0,150026.6667,60251.75242
Eldora,Iowa,IA,6335999.5,0,193649,89217.8606
Eldorado,Illinois,IL,6486462,105832,68962,79740.19312
Eldridge,Iowa,IA,2089297,29607,98660.5,115657.9526
Electra,Texas,TX,7467114,0,74163,109101.3806
Eleele,Hawaii,HI,2008044,802777,123426,135337.1791
Eleva,Wisconsin,WI,1499433,48023,76404,89339.78805
Elgin,Arizona,AZ,12876370.67,111569.25,83437.75,95442.38902
Elizabeth,Colorado,CO,2186046,54439,70729,86199.00234
Elizabeth City,North Carolina,NC,16785241,808654,300000,62126.88766
Elizabethton,Tennessee,TN,25300724,414295,69284,116248.4673
Elizabethtown,Illinois,IL,18428843.8,301409.6,71333.2,93984.37568
Elizabethville,Pennsylvania,PA,1492105.5,0,83027,75268.88272
Elk City,Idaho,ID,6491361,9577,31169,32535.55791
Elk Creek,California,CA,6263042.5,40752,70001,55368.08716
Elk Garden,Maryland,MD,993032,0,300000,21321.31253
Elk Grove Village,Illinois,IL,29635998,149529,122951,142323.638
Elk Horn,Iowa,IA,1121045.5,0,36722,31360.18123
